Question,Answer
"Congratulations on a good year. A couple questions. First, can you repeat what you said about your --- what was the buildup for your assumptions on residential sales? And then can you extrapolate on what that means sort of going forward over the next several years of your forecast?","Yes, we are anticipating residential sales to be down almost a percentage point in 2014 and we think it is largely being impacted by a lot of the energy eﬃciency programs that we have across our service territory with Ohio, Indiana and some other states having some pretty aggressive programs. So it is impacting load, also customer counts are an impact as well.   American Electric Power Co Inc (AEP US Equity)   We are seeing positive customer count growth in the Western part of our service territory and pretty stagnant customer growth in the eastern part of our service territory. So when you put those eﬀects together is deﬁnitely a drag. We will see how things work out as we go through the year and we will obviously be updating you quarter by quarter. But we are anticipating some load decline and the residential sector in 2014.     So, Greg, the last quarter of the year indicated some positive strength to that but I think we're going to have to sort of see that play out before we make any changes."
"I guess what I'm asking you is as we think about the guidance ranges for 2015 and 2016, not asking you to give speciﬁc drivers across all the factors in the business, but would it be fair to say you are assuming continued reductions in residential demand through time due to federal and state energy eﬃciency standards? Or do you think that your base case for economic growth beats into that and you could get back to positive net residential growth?","Our load growth assumptions through 2016 are very, very conservative. So I mean we are not forecasting to hit our numbers -- the classic 1% to 2% load growth that we had seen earlier in the century. We are anticipating that negative 0.5% to positive 0.5% load across the timeframe.     So it is relatively ﬂat, it is less than 0.5%."
"Great. Thanks. Second question is on what you are seeing -- I know you have a de minimis footprint relative to a lot of the other companies when it comes to competitive generation in retail, but it is still signiﬁcant for you. Have you seen behavior change on the part of retail consumers and wholesale buyers in the last several weeks with regard to what they are willing to pay for longer-term power contracts?  Wholesale prices are up quite a bit in 2014, last three weeks, not as much out the curve. But are you starting to see some depth and breadth to the market come back as volatility comes back or not?","Yes, Greg, we really haven't seen much of that yet. Obviously there's going to have to be a little history that plays out here with the weather. But also it is pretty clear that capacity rents are included in energy prices. So with the market reforms that are occurring plus the experiences people are having relative to this extreme weather, there may be opportunities for additional   American Electric Power Co Inc (AEP US Equity)   hedging to occur and also for customers to ﬁnally see that we need to sort of lock things up for the long term. So it may be helpful, but at this point it is too early to tell."
"Just kind of now that the transition for the competitor generation of Ohio is kind of on its way, can you just share your updated thoughts on the future of competitive generation in the AEP business mix? And maybe what Greg was asking, are you starting to see or are you able to engage in conversations about some long-term supply agreements to help put some more visibility in that business?","Yes, Dan, I think we stand by originally what we said relative to this business, that it will hinge upon our ability to see this additional hedging occur, that we can ﬁrm up the supply and make it look quasi regulated. At this point, because capacity markets have been depressed, and recent experience aside, it is diﬃcult to tell how successful we will be in our ability to hedge that up.  But we are not standing on our laurels with that. We are aggressively looking at the cost structure of the business. We are also reforming the way we operate at our plants because they know full well their survival is at risk there. And so, we are going to do everything we can do to position this ﬂeet to where it is positive and also address the market reforms that are occurring at FERC now.  And then hopefully with the events that have transpired recently with the weather it could help us in terms of -- get additional hedges in place. But that business, our retail operation together now with that generation ﬂeet, there are some opportunities there. So we are working on all fronts to ensure that we are able to position this business as best we can. And at the end of the day it needs to look quasi regulated to us."
"I guess, Nick, from a market reform perspective, given the time horizon even to the next RPM results actually aﬀecting your earnings contribution, are there changes that can happen in a reasonable time period that would give you guys comfort to wait it out? Or are you going to need a customer to come in and buy in rather than having policy reforms do it?","American Electric Power Co Inc (AEP US Equity)   That remains to be seen. We have -- I think there are two or three of the changes, market changes that PJM has ﬁled at FERC, we expect another to get ﬁled with this triennial review of the curve itself, there are some opportunities there if it is done in a positive fashion. But we are going to have to see the results actually of what FERC approves.  And it is important for us to see that FERC understands the issues that are in play here and that they obviously make wise decisions on what that market reform should be. And certainly this ﬁrst round of the two or three ﬁlings that have been made by PJM will be instructive in terms of what FERC's mood is relative to market reform."
"I think just one last question, Nick, just on -- Greg asked about residential load, but commercial also looking pretty ﬂat for 2014 versus 2013 with sustained GDP growth and that sort of thing. Is there potential that that number will start to spruce up or are you just not seeing kind of the growth in construction and commercial space to give you conﬁdence that it's coming back?","No, I think there's a chance it will. We just Dash I think one quarter a trend doesn't make. So we have got to look at the numbers for this quarter that is occurring now and we will continue to adjust accordingly. And not just only adjust our forecast accordingly but adjust our cost structure accordingly as well and our employees are well tuned into that process at this point. So this is very much about an optimization business now."
A couple of questions. At EEI you kind of indicated that your forecast didn't have any projects in the transmission side that weren't pretty ironclad. What kind of upside is there from here from what you have done since then?   American Electric Power Co Inc (AEP US Equity),"Yes, so, as you recall during EEI, we had the presentation of the real projects that are in the plan right now and then we had this incremental bandwidth above that graph that showed the incremental real projects that are also in hand that we're ﬁnding capital for. As you recall, for 2013 I think we moved $120 million of capital over to transmission as a part of our regular ongoing process primarily from generation. And that has been positive for us.  We will continue to do that to achieve the capital associated with those particular projects, that is still well in hand, moving forward very well. And in fact now we are in the process of deﬁning a ridge even above that. But that is going to be -- that is going to have to play itself out in terms of our ability to come up with real projects.  We also -- we aren't standing aside on the sidelines with Transource and other activities. We continue to pursue projects outside of our footprint as evidenced by the -- I know you probably saw that we were one of ﬁve bidders for a Canadian project done at McMurray, 500 kV project. So all that is going on on all cylinders. And we're very happy with the progress there and we will continue to identify those real projects that can be done."
"Great, thank you. And then just -- you indicated you are not changing your forecast for gas or power pricing, but I assume it is safe to think that so far in the year it has been a nice tailwind. In other words, you are not having to go by power in the east side markets to fulﬁll some obligations?","Yes, that is -- Brian?     Yes, so, most of what we have for oﬀ-system sales, particularly for the generation resources side of the business, is hedged with its contract to Ohio for the year. So although our units are performing well, demand is strong, I wouldn't want to get -- have irrational exuberance over the fact that it has been cold and prices have been high at this point."
"Then lastly, just what's your early read on what is going to happen in the next capacity auction? Is it just too many things still up in the air here to predict that?","Well, I think if the market reforms that FERC has in front of it now are approved, that could be helpful. Whether it is enough remains to be seen. And that is something I think that all the generators are looking at in terms of how much surety we are going to get around the continued investment in generation for the long-term within PJM. But that remains to be seen. I think some have said a slight uptick, some have said more than that. But it remains to be seen."
"A good number of my questions have been answered already. I was just wondering if you could give us a little more color on, Nick, your equalizer slide, as you always call it, and just go through again which is improving and which is deteriorating. And also, could you provide a little detail on the transmission spend and why there is a lag there and can that be caught up. Or is that just going to -- the lag going to stabilize and we will start to see earnings grow with investment?","Yes, sure. So I will go through it. In terms of the Ohio Power, the 11.3%, that will probably continue to come down slightly because customer switching continues as part of the Ohio situation. APCo should improve; there is West Virginia base case that needs to be ﬁled during the year. And then there's also the Virginia bi-annual case.  As far as Kentucky Power is concerned, that is in sort of the middle of a settlement that occurred relative to the Mitchell transfer. Right now there is sort of a rider in place. But later in the year a base rate case will be ﬁled that includes Mitchell being moved over. And then also as part of that settlement all system sales revenues come back to the Company 100%. So that is helpful during the interim process. So we expect that to come up.  I&M continues to improve when you get the full value of the rate -- all the rate activity that they have been involved with -- I think the last report had 9.1% or something like that, it is up to 9.3%, which is positive and they will continue to improve. That is where we have the legislation for the nuclear lifecycle management projects, the environmental projects, so we have a really, really good recovery mechanism there.   American Electric Power Co Inc (AEP US Equity)   And then PSO is in the midst of a rate case. They just ﬁled it I think a week ago -- a little over a week ago, $45 million rate case asking for a 10.5% ROE, had some smart grid activity involved with that, so we expect a positive result there. And then as far as sweat coat is concerned, the only lagging part of SWEPCO we have is the portion of Turk that wasn't included in Arkansas retail rates. And that is being sold on the wholesale market.  But there are some increases there related to transmission related costs, ﬁlings that need to be made in the jurisdictions. And then there is some Dolet Hills expense that needs to be ﬁled in Arkansas. So they are working on that as well so we expect that to improve. And it has moved -- originally I think it was at 7%, it is up to 7.4%. So it is on its way back up.  And then AEP Texas, it stands pretty good in terms of load growth is really helping out there. And that number also includes the amortization of the stranded cost. So it looks high, but it includes that.  And then as far as the Transco, ETT is an area where a T cost ﬁling has been made and it still lags, and it will lag until the T cost ﬁling is made, which that is a pretty standard ﬁling that we have -- actually, we have already made that. But it is a pretty standard ﬁling, works much like a fuel cost recovery mechanism. But we expect that to continue to improve.  And then we have, obviously, as we address moving capital over to transmission, remember the capital is moving to transmission and we are spending at a pretty accelerated rate there. So the project spend is getting out a little bit ahead of the recovery mechanisms, even though the recovery mechanisms are good. So it is a good place to be as long as we are meeting our earnings objectives and are able to move our capital around, that is a good place to be.  And then we have some -- a little bit of developmental expense there related to Transource that still needs to be reﬂected through with the construction going on within Transource. So we expect that to continue to improve as well. So really probably the only one that could move down is Ohio Power because of everything associated with the transition to Ohio. But the other jurisdictions are on their way up and doing well."
