Question,Answer
"Hi. Good morning, guys. It's actually Constantine for Shar, he had to hop on another call. Congratulations for good earnings.",Good morning.
"Just one kind of quick question you've -- Gerry thanks for going over to the business growth at GSP So, one other thing that I wanted to ask was you mentioned that there's kind of a mix o, kind of greenﬁeld and gathering opportunities, and some potential strategic acquisitions in the future. In terms of thinking about how you're going to deploy capital into that business, what's the mix there and how are you thinking about it?","DTE Energy Co (DTE US Equity)   Our ﬁrst order is always organic growth. What we're seeing right now is signiﬁcant opportunities, organic opportunities in our existing platforms, and generation pipeline is an example of that as we close that and then move to connect with the NEXUS It'll be a great market sync for that pipeline. We also have several other opportunities across all our platforms that we're pursuing that we feel real good about and those are organic in nature, either connectors or expansions. And in addition to that, we do see opportunities for strategic asset acquisitions that connect to these platforms we will look hard at those."
"And magnitude wise, do you think it's going to be closer to something like generation or slightly bigger, just thinking about the overall kind of $4 billion to $5 billion number over the ﬁve years?","Right. I think we're -- right now we're focused on building out that opportunity set and I can tell you that we're I would say we're in line with our guidance this year, in terms of growth capital for both P&I and GSP, and feeling really good about that opportunity pipeline, and we continue to secure -- as we secure those we're securing EPS growth for the future.     But I would say in addition to that things, we've looked at for acquisitions have ranged anywhere from the scale of generation pipeline to the scale of Link and lots of things in between. The other thing I'd say on our capital numbers is we're a lot more focused on value and accretion than we are a capital number and earnings number.  And the organic things tend to come in harder with better returns, less capital, some of the acquisitions that set you up for more of that, maybe larger capital numbers, but at least at the outset a little bit lower accretion, so to continue growing we need a mix of those things, and we're looking at a series of ﬁrst of organic and then see the range of things we've seen for potential acquisition is all over the map from pretty small bolt on to things that are a bit larger on the scale like Link."
Okay. And just a quick follow-up on also on the GSP business. You mentioned kind of a mix of shorter-term contracts on NEXUS. Is there a plan to ﬁll that with longer-term contract or is the kind of economics working favorably right now on keeping it the way that it is?,"So short certainly the answer is yes, we're looking to move the balance of the capacity to longer term contracts. We feel some of the tailwinds there are that the basin that we're operating and continues to grow, we expect 5% to 6% a year, which is signiﬁcant. It's producing about 28 Bcf a day, a day now. And so we view that as a sort of strong tailwind. In addition to that we're seeing some other pipelines face strong headwinds, if you will, in terms of going into service. We ﬁnd   DTE Energy Co (DTE US Equity)   ourselves in a pretty good position with available long-term capacity that we can place when we see the prices being right and the term being right. And that's what we're really working toward just trying to get the right price and the right term for these contracts, long term contracts. So we're happy to take the short-term contracts in the meantime."
Okay.,"And I would say that we're consistent with what we've really been saying for about a year, which is, we see the basin going short takeaway in the early 2020s, 2021, 2020 time frame. And that's what producers will be targeting. Of course, if some of the pipes in the region delay or don't get built, it intensiﬁes that dynamic."
"Great. That's really great color. And just one kind of last one on a little bit more of a strategic end, as you kind of mentioned the 25, 75 kind of non-regulated to regulated business mix. Is that kind of target going forward for the next ﬁve years?",Yeah. as model forward that's where we keep landing.
"Okay. And kind of the IRP, I guess supports some of that growth on the regulated front?","Yeah, that's right. IRP, voluntary renewables and -- as you know, we're in a heavy capital replacement program in both distribution or operations as well, gas and electric. So yeah, that's what keeps the mix even though we're growing the other businesses keeps the mix at that 75, 25 roughly."
Okay. Perfect. Thanks. That's it for me.  Operator  We will now take our next question from Praful Mehta of Citi Group. Please go ahead. Your line is open.,
DTE Energy Co (DTE US Equity)  Thanks so much. Hi guys.,Good morning.
"Good morning. So, maybe just touching on the IRP and the whole retirement of coal plants. I wanted to understand from an economic perspective most utilities almost have a beneﬁt on customer bill that these are diamonds.(ph) How do you -- how are you seeing that play out in your IRP? Do you see customer bill impacting positive, ﬂat or bills going up? How do you see that playing out in your IRP plan?","So what we've talked about on our bills overall is that our goal is to keep as we invest both in distribution and generation, keep our rate increases to low single digits and we think we'll be able to do that. In some regimes, if you get into the Great Plains where wind may come in at $0.02, you can displace fuel costs in a way that you may see beneﬁts to bills. We're trying to get our renewable additions in with modest increases and that's what we're seeing. So there's enough capital here and we bring say wind in today at $0.045.  So we have good wind regime in Michigan, but it's not the best in the country. Certainly a long way from the worst too, it's a good regime, but not quite as strong as you might see in the Great Plains. So I'd say, we're bringing it out in a way that works for customers and is going to keep our overall bill increases aﬀordable and workable."
