Date,URL
2025-05-08,https://www.adminmonitor.com/tx/puct/open_meeting/20250508/
2025-05-08,https://www.adminmonitor.com/tx/puct/open_meeting/20250508/
2025-05-08,https://www.adminmonitor.com/tx/puct/open_meeting/20250508/
2025-04-24,https://www.adminmonitor.com/tx/puct/open_meeting/20250424/
2025-04-24,https://www.adminmonitor.com/tx/puct/open_meeting/20250424/
2025-04-24,https://www.adminmonitor.com/tx/puct/open_meeting/20250424/
2025-04-03,https://www.adminmonitor.com/tx/puct/open_meeting/20250403/
2025-04-03,https://www.adminmonitor.com/tx/puct/open_meeting/20250403/
2025-04-03,https://www.adminmonitor.com/tx/puct/open_meeting/20250403/
2025-03-13,https://www.adminmonitor.com/tx/puct/open_meeting/20250313/
2025-03-13,https://www.adminmonitor.com/tx/puct/open_meeting/20250313/
2025-03-13,https://www.adminmonitor.com/tx/puct/open_meeting/20250313/
2025-02-20,https://www.adminmonitor.com/tx/puct/open_meeting/20250220/
2025-02-20,https://www.adminmonitor.com/tx/puct/open_meeting/20250220/
2025-02-20,https://www.adminmonitor.com/tx/puct/open_meeting/20250220/
2025-02-13,https://www.adminmonitor.com/tx/puct/open_meeting/20250213/
2025-02-13,https://www.adminmonitor.com/tx/puct/open_meeting/20250213/
2025-02-13,https://www.adminmonitor.com/tx/puct/open_meeting/20250213/
2025-01-31,https://www.adminmonitor.com/tx/puct/open_meeting/20250131/
2025-01-31,https://www.adminmonitor.com/tx/puct/open_meeting/20250131/
2025-01-31,https://www.adminmonitor.com/tx/puct/open_meeting/20250131/
2025-01-16,https://www.adminmonitor.com/tx/puct/open_meeting/20250116/
2025-01-16,https://www.adminmonitor.com/tx/puct/open_meeting/20250116/
2025-01-16,https://www.adminmonitor.com/tx/puct/open_meeting/20250116/
2024-12-19,https://www.adminmonitor.com/tx/puct/open_meeting/20241219/
2024-12-19,https://www.adminmonitor.com/tx/puct/open_meeting/20241219/
2024-12-19,https://www.adminmonitor.com/tx/puct/open_meeting/20241219/
2024-12-12,https://www.adminmonitor.com/tx/puct/open_meeting/20241212/
2024-12-12,https://www.adminmonitor.com/tx/puct/open_meeting/20241212/
2024-12-12,https://www.adminmonitor.com/tx/puct/open_meeting/20241212/
2024-11-21,https://www.adminmonitor.com/tx/puct/open_meeting/20241121/
2024-11-21,https://www.adminmonitor.com/tx/puct/open_meeting/20241121/
2024-11-21,https://www.adminmonitor.com/tx/puct/open_meeting/20241121/
2024-11-14,https://www.adminmonitor.com/tx/puct/open_meeting/20241114/
2024-11-14,https://www.adminmonitor.com/tx/puct/open_meeting/20241114/
2024-11-14,https://www.adminmonitor.com/tx/puct/open_meeting/20241114/
2024-10-03,https://www.adminmonitor.com/tx/puct/open_meeting/20241003/
2024-10-03,https://www.adminmonitor.com/tx/puct/open_meeting/20241003/
2024-10-03,https://www.adminmonitor.com/tx/puct/open_meeting/20241003/
2024-09-26,https://www.adminmonitor.com/tx/puct/open_meeting/20240926/
2024-09-26,https://www.adminmonitor.com/tx/puct/open_meeting/20240926/
2024-09-26,https://www.adminmonitor.com/tx/puct/open_meeting/20240926/
2024-09-12,https://www.adminmonitor.com/tx/puct/open_meeting/20240912/
2024-09-12,https://www.adminmonitor.com/tx/puct/open_meeting/20240912/
2024-09-12,https://www.adminmonitor.com/tx/puct/open_meeting/20240912/
2024-08-29,https://www.adminmonitor.com/tx/puct/open_meeting/20240829/
2024-08-29,https://www.adminmonitor.com/tx/puct/open_meeting/20240829/
2024-08-29,https://www.adminmonitor.com/tx/puct/open_meeting/20240829/
2024-08-15,https://www.adminmonitor.com/tx/puct/open_meeting/20240815/
2024-08-15,https://www.adminmonitor.com/tx/puct/open_meeting/20240815/
2024-08-15,https://www.adminmonitor.com/tx/puct/open_meeting/20240815/
2024-07-25,https://www.adminmonitor.com/tx/puct/open_meeting/20240725/
2024-07-25,https://www.adminmonitor.com/tx/puct/open_meeting/20240725/
2024-07-25,https://www.adminmonitor.com/tx/puct/open_meeting/20240725/
2024-07-11,https://www.adminmonitor.com/tx/puct/open_meeting/20240711/
2024-07-11,https://www.adminmonitor.com/tx/puct/open_meeting/20240711/
2024-07-11,https://www.adminmonitor.com/tx/puct/open_meeting/20240711/
2024-06-13,https://www.adminmonitor.com/tx/puct/open_meeting/20240613/
