Question,Answer
Hi. Good morning.,"Good morning, Jeremy."
"Thanks. Just wanted to start oﬀ with the 2,500 megawatt add in RFPs. Just what is your expectation for utility owned opportunities there versus PPA?","Hey. Thanks for the question, Jeremy. Good question. Our current expectation is at least 50% or better, from an own perspective and that's what assumed in our outlook."
And does --,"That is consistent with where we were. Sorry, Jeremy -- sorry Jeremy, this Drew, it's consistent with where we were at Analyst Day."
Got it. And just I represent the opportunity that this could be a bit higher.,"Sure. That's certainly something that we're looking at recall that a lot of our investments on renewables are in the back half of the decade. So, we certainly expect to see beneﬁts from IRA in that period. And we'll talk more about that at       Analyst Day, but we do think that the IRA provides upside, as well as reducing the need for tax equity partnerships on that front."
"Got it. That's helpful. And just if I could ask about U.S. Gulf Coast industrial activity expansion, just wondering what cadence do you see for that growth as far as LNG export capacity of the factors. What timeframe do you see that ramping up? And how do you think about the secondary impact, where you're bringing kind of more and better jobs into the area and what that does for your residential customers?","That's a great question, Jeremy. It's Drew. I'll start oﬀ and then Kimberly or Rod can add to the that. But it's what we laid out on Analyst Day with 6% compounded annual growth through the ﬁve-year period. There's a big chunk of that coming in around 24. And that's -- I think that's probably the biggest step-up in our forecast, but it's still consistent with what we laid out at that point and we see it continue to be robust. In terms of jobs and it certainly will be helpful for jobs in our area. We continue to allow our customer, our residential and commercial customer bases to grow. It's not as big as it was 30 years ago, honestly because of the amount of automation and other things that are inherent in modern industrial facilities, but that also gives us the opportunity to be much more competitive on the global stage. So, I think those -- there are trade-oﬀs in those pieces. But that's one of the things that makes our region very attractive. I don't know, Rod, if you have anything to add to that.    No. I think that makes the point, the message we sent at Analyst Day around the back half of the decade representing the lion's share of the growth and even at Analyst Day, we showed what sectors we thought would populate that growth as well, tying in our industrial expansion with the electriﬁcation and ESG concerns of our customers. So, we ought to leave it at that."
That's helpful. I'll leave it there. Thanks.,"Thanks, Jeremy.    Operator  Thank you. One moment for our next question. Our next question comes from the line of Shar Pourreza from Guggenheim. Your question, please."
"Hey, guys. Good morning.","Good morning, Shar."
"Maybe, just starting oﬀ around your earnings guidance. Just -- like I guess looking at your own run rate increase and interest rate headwinds for '23. How are you sort of thinking about the contingency and plan levers on oﬀsets et cetera, I guess how does sort of this inﬂationary environment kind of change your planning parameters versus the analyst expectations, especially as we're looking to bridge into next year with a sort of a $0.30 band at the top and bottom end?","Thanks, Shar for that question. I'll start with your O&M question. The drivers for '22 were really around our ﬂex levers, which includes both pull-forwards and one-time items like the enhanced customer assistance program that we talked about earlier this year. The pull-forwards give us room to pull-forward things from future years and the de-risk future periods. The other impact from '22 was inﬂation as you noted and we were able to cover that in '22 through the increased weather in volume that we had in the ﬁrst three quarters of the year. That said, we have included a level of inﬂation in our forecast for 2023 and we expect to meet our outlooks as said. And we'd cover that with continuous improvement opportunities that we've been working on. As it relates to your interest rate question, I think at Analyst Day, the outlook was about 5%, we -- or 5.25%, we have increased the interest rate expense to about a little less than 6% on the long-term debt and about 5.25% on the shorter- term debt and that's included in our outlooks.  That said, our treasury team has done a lot of work over the last few years to help mitigate exposure to potential rising interest rates by reﬁnancing long-term debt in the periods of lower interest rates to help us oﬀset in future periods.    Got it. And Shar, I'll just add one thing on that last piece. We have a lot of cash expected to come in. Kimberly mentioned that we are intending to exercise the equity forwards and then we have the securitizations, which we should be ﬁnishing up over the next several months. Those two things should alleviate some borrowing needs in the next near term, I should say."
"Okay, perfect. And then just to last maybe, just shifting to ﬁnancing, I mean obviously, your capital growth opportunities are increasing with resiliency, hardening green tariﬀs et cetera. I guess, how are you sort of thinking about more accretive ways to ﬁnance this growth in this current really challenging capital markets environment, I mean, there's been some press sort of highlighting that you could be looking to raise about 2 billion through a minority sale of your utilities combined into a holding company excluding Texas. I guess, any sort of general comments here --     any sense on timing? Is there a process that started? I mean, you certainly won't be the ﬁrst utility that's looking to optimize an asset in lieu of traditional ﬁnancing?","Yes. I'll hand this over to Kimberly to address it ﬁrst.      Yes. Thanks, Shar. There's no new news on this front. I know we had talked to you about the value diﬀerence between private capital and public capital markets. And to the extent that we can capitalize on that. And there's a diﬀerence there, we can be compelled to do that, but there's no new news on that front at this point."
"Okay. Got it. Figured this is Drew(cid:0)s ﬁrst CEO calls, going try to put them on the spot. Thanks, guys.",And I handed it to Kimberly very softly.
