Question,Answer
"Good morning, guys.","Good morning, Chris."
"Drew, in your comments you mentioned that there is the leap day in the ﬁrst quarter as well as the extreme weather which impact normalization calculations on year end. But at this time can you say that your full year 2017 normalized guidance is still appropriate? And secondarily, when you look across the diﬀerent new projects that you are working on in terms of utility generation, is there any other pushback in terms of the need for those plants, like you've seen so far in New Orleans?","All right, this is Drew. I'll take the ﬁrst one and I'll hand over the second part of that question to Rod. So at this point, obviously if nothing changes – we haven't updated our expectations for second quarter and third quarter and fourth quarter to be higher than what we anticipated at the beginning of the year, so all else being equal, we would be probably slightly below where we initially anticipated the year. But it's still early in the year. So I think it's still premature for us to make any changes as to what our expectations would be for the full year. And I'll turn the rest over to Rod.    And as it relates to the rest of the supply plan, keep in mind that the rationale behind the supply plan was not primarily driven by point-of-view on load. In New Orleans for instance, out of a sense of transparency, we actually brought the change in our 30- year load forecast to the attention of the stakeholders, or again, just to be transparent. But the rationale behind the investment is still very much intact. We've not seen across the jurisdictions any response or opposition to our plans based solely on the load or sales forecast.  Keep in mind that the load is diﬀerent from the sales forecast, and I think that's a distinction we need to keep in mind as well as we look at the rest of our generation portfolio. But the answer to your question is, we are still – we have not seen any additional pushback throughout the rest of the jurisdictions.       And Chris, this is Leo. I'll just jump in as well. From a strategy standpoint, as Rod mentioned, we've got an aging infrastructure in terms of our ﬂeet and locational issues as it relates to what we need to build from a generation standpoint. New Orleans, for example, there is no generation inside the City of New Orleans, and part of the need for that in addition to meeting peak demand is to be able to supply the system should we have some sort of storm that comes through and knocks out transmission infrastructure, which has happened in the past.  So, that's a locational issue. Same with some of the other plants we've got the need because of the fact that we went into all of this transformation short to begin with. But add to that the ﬁrst quarter weather-adjusted sales is just an anomaly. As you know, weather normalization in these things are really mathematical algorithms that work well in most cases. But I think Drew mentioned that this was the most mild winter in terms of degree days in the history of recording degree days, 120 years or something like that. So, that's really not cause for any kind of an alarm in terms of what's going on long term."
"Okay. Great. Thanks for all that color. And then switching gears to EWC, I think on the last call you commented on cash ﬂow being pretty negative this year because of some outages and then slowly getting better into the early part of next decade when Indian Point shuts down. Can you just give us your latest thoughts there? And then, in particular, I'm interested if there has been any advancements with your potential oﬀsetting cost cuts to some of that cash outﬂow?","Okay. This is Drew. And in terms of the overall forecast at this point, Chris, I think it's essentially the same as it was before. We still have all of the outages this year and so that's pretty expensive, but we're anticipating pretty strong cash ﬂow generation through the next periods, primarily because we won't be paying for another refueling outage at each of the plants – well, I should say, Pilgrim and Palisades. We will be doing one more at Indian Point for each of those units and then those two units would have better cash ﬂow generation as they ramp down into 2020 and 2021.  So, from an overall cash ﬂow perspective, at this point, it's still about the same. But in regards to, I guess, your second question, are we making any progress, I would say, absolutely. Internally, we've been scrubbing the numbers down hard and so we would hope to show you some speciﬁc progress over the balance of the year to demonstrate that we are closing that gap and meeting that objective that Leo talked about in his script of getting to cash ﬂow neutral."
Okay. Great.,"Cash ﬂow – let me just clarify, cash ﬂow neutral. Overall, I think from an operational cash ﬂow perspective, we're already at neutral, it's just the NDTs that we're working on. And in addition to the operational piece, we're also working on transactions there as well."
Okay. So that cash ﬂow neutral number is all-in including the decommissioning trusts over the ﬁve- or six-year period?,"Yes. Our goal is zero, including the decommissioning trusts, through 2021. Right now, our forecast has essentially zero, operationally, not including the trust over that same timeframe."
"Okay. Got you. Thanks, Drew.",Thank you.    Operator  Our next question comes from Jonathan Arnold with Deutsche Bank.
"Good morning, guys.","Good morning, Jonathan.    Good morning."
"So, I was going to ask about sales, but I think that got covered. So, maybe I could ask on the – could we get an update on the nuclear sustainability plan, both progress on metrics and also just maybe a reminder of where you are on moving towards getting some of this rolled into rate?","Yeah. Well, I'll let – Chris will give you the ﬁrst part and then Rod will take the second.       In terms of the nuclear sustainability plan, we remain on track. We're going to continue to make improvements in the performance of our ﬂeet and improve our regulatory margins. So, I would characterize this straightforward as on track.      All right, Jonathan, it's Rod. In terms of the timing, we expect to make a ﬁling on this coming Friday, day after tomorrow, with the APSC, formally seeking to reconcile the nuclear cost adjudication with our formula rate plan ﬁling in July. So we can handle the nuclear cost conversation in conjunction with the FRP. And nothing has changed in terms of our point of view on the recoverability of those costs. We think the facts support the ﬁnding that the costs we're seeking recovery are consistent with what you heard over the last several quarters with Chris. And that is – and Leo made reference to it – the costs associated with people, with improving the equipment in the plant to preserve those assets and the beneﬁts for customers. And so, we feel comfortable that the evidence will support a ﬁnding of continued recovery, not just of the costs that are in question for purposes of the 2016 or 2017 forward test year, but the actual 2018 forward-looking test year we'll ﬁle in July.  So, no change there, and again a consistent message around what we are seeking recovery of. I will note that the cost associated with the FRP ﬁling and what we expect to ﬁle on overall nuclear costs in July do not include costs associated with regulatory oversight or state or things of that nature. So, it's pretty much a clean nuclear cost, cost to run and operate the plant through and beyond the expected life of those assets."
"And the outstanding issue from the 2017 Arkansas FRP is still sort of pending a schedule, is that correct?","That's what – that's what I was referring to when I said we'll make a ﬁling on Friday to join or conjoin those issues from a timing standpoint at Arkansas. So the outstanding issue that you made reference to, that's what – that's the subject of the ﬁling we'll make on Friday, where we'll formally ask the APSC, let's handle it all in conjunction with the planned FRP ﬁling in July."
"Okay. So, take it out of the old one and put it into the new one eﬀectively?",That – I think that's fair.
Okay. Great. Thank you.,Thank you.  Operator    Our next question comes from Julien Dumoulin-Smith with UBS.
Hey. Good morning.,"Good morning, Julien.    Good morning, Julien."
"So, a quick ﬁrst question on the Utility side. Obviously, AMI is the big program you guys ramping up here for. Can you discuss a little bit of the precedence in Louisiana and Arkansas with respect to perhaps peers and just some of the nuance you might expect as you move through the process there?    And then I suppose speciﬁcally on Texas, obviously it seems like you guys are looking to ﬁle later this year. Any reason for kind of the shifted schedule and what potential size of the program that might be? And the further detail would be just, is that already encompassed within your CapEx program?","The – I want to make sure, that I'm – I deal with the question in order. And you may have to re-ask the last part."
"No, no. Please.","On AMI, we have ﬁled for – we've made the AMI ﬁlings in every jurisdiction except for Texas. And we're trying to address some legislative prerequisites, so we can do that – do Texas as well. And we expect resolution of the formal AMI ﬁlings by year end. In terms of precedent with other jurisdictions, I think the timing of both the conditions precedent to deployment, that is the deployment of workforce management system, the asset management systems and the actual timeline of our     2019 deployment comes from the experiences we've gathered, lessons learned from other jurisdictions who have gone down this path before.  And the message that's consistent across each of our ﬁlings in jurisdictions is that our objective is to have the beneﬁts to our customers of AMI deployment be available to them in addition to our beneﬁts at the time we put those assets into service. And so that aﬀects our plan regarding the timing of deployment. And again, that message is consistent across the rest of the jurisdictions. The third question I need you to repeat, so I make sure I am answering it."
"That – the last one is the easy one. With respect to taxes, obviously you haven't formally ﬁled, but have you baked into your expectations in CapEx something in there for when you do likely eventually ﬁle?","Yes. Yes. Our plan includes – the capital plan includes the Texas AMI ﬁling as well. The threshold issue for us was making sure we had legislative and regulatory mechanisms and approvals setup. And so we had to take care of that with the legislative session. We've had some support on the Senate side of the Texas legislature. We are awaiting word on the House legislation that would authorize us and PUCT to go down that path. But the answer to your question is yes.    And let me just give one point of clarity on that. So, our capital plan, Julien, is through 2019, mostly includes corporate wide eﬀorts; communications, IT platforms, that kind of thing that would support the scaling of Texas when it comes in. And then, beyond our capital plan would be maybe more Texas-speciﬁc meter deployment and stuﬀ like that, that would be – so maybe starting in 2019, but certainly going into 2020 and 2021."
