Question,Answer
Good morning.,"Good morning, Shahriar.     Good morning, Shahriar."
"Thanks for the additional color on the LatAm assets. Lynn, in your prepared remarks, you kind of highlighted some dilution. So, when we're thinking about net proceeds and the cash you still have left to repatriate, I think it's about $1.5 billion. Should we oﬀset this from a sale amount? So, do you kind of lose these cash ﬂows in a pending sale, or is this cash that sitting in an account that's at your disposal which is additive to evaluation?","Shahriar, we think about it as acceleration of the amount planned for repatriation. You may recall when we set forth the dividend, it was over a seven-year period,, and it basically represented cash ﬂow that would be generated over that period. So, we've harvested about $1.5 billion, we have $1.2 billion to go, and you can think of part of the proceeds as being acceleration of that."
"Excellent. And then, just for the proceeds, should we think a little bit more de-levering or potentially lower equity needs?","As we look at everything that we've laid out here, Shahriar, the proceeds from International will go a couple of places. One bank to accelerate that repatriation that I just talked about. Those cash ﬂows are already in the plan, we're just brining them forward. And then we will use the rest of the proceeds to fund the growth. So, as we laid out the combination of DRIP equity, whether we take to ﬁnance, Piedmont, the growth capital that's in the plan, proceeds of International are part of that ﬁnancing picture over the ﬁve-year period."
"Got it. And then just lastly, really big jump in renewables for the placeholders. Is that sort of extension of the tax credits, or what's driving that?   Duke Energy Corp (DUK US Equity)","We have been investing kind of in the range of $500 million to $1 billion for some time, Shahriar, and look to continue that. I think the extension of the credits creates opportunities to do it, but we will continue to be opportunistic if we ﬁnd projects that may (27:29) return expectations, we'll continue to invest.     And that's right. And I would add, our placeholder is about $500 million per year, and we've been able to ﬁnd investments at that level for the past several years."
Excellent. Thank you very much.,Thank you.  Operator  Next we'll hear from Dan Eggers of Credit Suisse.
"Hey good morning, guys.","Hi, Dan.     Hi, Dan."
"Just – I mean, Steve, if you can go back to the bonus appreciation conversation a little bit and maybe kind of layout when you see those cash ﬂows actually aﬀecting rate base, it seems like the timing will diﬀer when you aﬀect rate base, and we'll have much bearing on when you ﬁle the Carolinas cases, as they come towards the back end of the decade?","Duke Energy Corp (DUK US Equity)   Yeah. So, let me give a little background on the bonus here. We would expect, Dan, to get about $7 billion of additional deductions from this extension, that translates to maybe $2.73 billion of reduced taxes, but only $1 billion of that's going to be within our planning horizon. We are currently in an NOL position. We weren't expecting to be signiﬁcant tax payers until 2018, so all that shifts out by two years or three years there. So, it's backend loaded for us looking at the corporate level.  So, as we plan rate cases in the back half of this period, we don't see huge impacts necessarily on those ﬁlings there. Now, I will say that every utility has its own standalone NOL computation and structure, so there may be some eﬀect on some of these ﬁlings in diﬀerent jurisdictions, as we do the standalone ﬁlings. But we have, again, not a dramatic impact, because we're already in this NOL position."
So we shouldn't think of the bonuses having a substantive eﬀect on kind of the rate of growth that you've had before or as of today?,"Not during this period through 2020. I don't think it is substantive. The biggest impact on earnings, as we said earlier, is the loss of the manufacturers' deduction of about $0.05 a year through 2018."
"Okay. And I guess anything about getting the International proceeds back in? What are the opportunities when you kind of look at the list of things you could do that look most compelling as to redeployment of that capital? Is there transmission spending, is there infrastructure spend? Where do you think you can ramp up and reuse that cash?","Dan, in looking at what we've laid out, we think discretionary spending opportunities against – exist throughout our portfolio, whether it's additional grid investment, whether it's additional renewables conversions of our coal ﬂeet to natural gas, transmission is a part of it. But our transmission build has been slow and coming. We have the pioneer project under construction, but we continue to be in development mode there.  So, I would look at the discretionary capital as opportunities that exist throughout our portfolio. I would add gas infrastructure to that, perhaps I didn't emphasize that, but gas infrastructure around the Piedmont acquisition and further expansion of the pipelines."
"And I guess one last question is on the dividend. If you look where the dividend's going to be in 2016, against kind of the $4.30 baseline earnings, it kind of puts that payout ratio maybe a bit   Duke Energy Corp (DUK US Equity)   higher than even the targeted range. How do we think about the growth rate beyond this point, post International sale?","We move the growth rate up to 4%, Dan, as you know this year. And the dividend is extraordinarily important. Our commitment to investors to continue to grow it remains unchanged. As we look at this transition in the portfolio, what we're moving to is a lower risk, more predictable, more stable set of earnings and cash ﬂows, which we believe gives us conﬁdence in allowing that payout ratio to trend up slightly. And then over time, if we execute on this plan, as we are committed to doing so, that payout ratio will turn down over time. So, we are conﬁdent, looking at this, that we have a growing dividend oﬀering to our investors."
