Question,Answer
Good morning.,"Good morning, Shahriar.     Good morning, Shahriar."
"So this morning you reiterated your 4% to 6% growth but oﬀ a higher yet to be determined 2016 base year, and you did drop that footnote you had in the second quarter around DEI potentially being a swing factor in your outlook. Steve, is this sort of what like you meant when you mentioned that Piedmont would deal with enhance your growth trajectory? Is it less concerns around DEI or sort of what's driving this increased conﬁdence?","Well, I think, what I would refer you to Shahriar is the slide we discussed 10, where we look at our core businesses when you isolate International with our core businesses they have grown consistently at 5% from 2013 through 2015, and we would expect that to continue. The International business has been volatile, it's moved from a $0.60 per year business to a $0.30. And that's been the challenge we've had to deal with in 2015. That's diﬃcult to overcome. So we believe rebasing in 2016 makes sense in the light of what International has done."
"Duke Energy Corp (DUK US Equity)   Got it. And it includes Piedmont, right?","We expect to close Piedmont, Shahriar, towards the end of 2016 into 2017. You may recall from our announcement a week ago that we laid out a calendar, we will work as aggressively as we can to close it, but I think a year is a good planning assumption."
"Okay. Got it. And then just one last question on International, it's good to see the currencies becoming a little bit less of an issue, the hydrology is improving. We haven't heard much on this lately. Is there any sort of incremental data points around the Brazilian government potentially looking at providing some sort of a retreat to the hydrogenerators or just sort of the – kind of the dead movement?","There's been a lot of activity in this area, Shahriar. Recently, there was a technical note that was issued by an arm of the government and that's really just a document that summarizes discussions to date, a number of discussions are occurring. The government is targeting, issuing eﬀectively an executive order this calendar year, it remains uncertain exactly when, but that's their target. And what that order might say is not certain at this point either. So there is more work to be done here. I would say that in general, the views of people in the government and the regulators have been constructive with regard to generators in our position. So there is more to come there. In the meantime, the injunctions are still in eﬀect and that has provided some relief to us."
"That's very helpful. Thanks, Steve and Lynn.",Thank you.     Sure.  Operator  Thank you. Our next question is coming from Dan Eggers of Credit Suisse.
"Hi, good morning, guys.   Duke Energy Corp (DUK US Equity)","Good morning, Dan.     Hey, Dan."
"Hey, just taking up on slide 11 when you guys – you made the comment about the dividend trending higher than target payout ratio, but also wanting to keep with the long-term EPS growth rate. Can you just maybe translate what you're trying to signal in those comments, that seemed to be a little bit in conﬂict?","Dan, I would go back to Steve's comments on slide 10 with the intent to rebase oﬀ of 2016 and move it 4% to 6% from that point forward. We see the dividend trending slightly above 70% in the very near-term. And so, as I look at the strength of the dividend, the dividend is really driven by the underlying core business, which is growing quite well and given the investments we've put in place, we believe it will continue. And so, we have conﬁdence in growing it at that rate and allowing the payout ratio to trend up modestly in the short-term we think is a smart decision."
"Okay. And then on O&M, obviously you guys have done a good job as far as bringing down cost into the Progress acquisition. What kind of reductions do you see from here, because part of that 2016 drivers, the idea of bringing costs down. Is it a substantial reduction 2016 versus 2015 or is it more just absorbing inﬂation at this point?","No, we are still at work, Dan, on our plans and we're targeting to absorb inﬂation plus. And we think that's going to be a combination of a number of things that we build a strong foundation on, but we're going after productivity and eﬃciency. And the company, as you said, has demonstrated a great ability to control costs and we see even more potential into 2016."
"Okay. And then, I guess maybe the last one is just on kind of just calibrating the Commercial business, not to get too far ahead 2016. Commercial is now coming in below where you guys thought that the normal base line would be. Do you still feel comfortable with $100 million as your run rate from residual Commercial?","Duke Energy Corp (DUK US Equity)   This year, we've been impacted by wind resources, Dan. I think that's a theme that you've seen with others that have signiﬁcant renewable exposure. So, we expect a restoration of that to more normal levels as part of our planning for 2016. And then, we do intend to continue to deploy capital in a way that meets our return expectations, so we would expect to see some growth. I think over the long-term, the tax credits and other things will have to be evaluated. But we see ongoing momentum around renewables.     And we have committed projects for 2016 lined up as well to keep the growth going there, and also in our Commercial portfolio as you move forward, we will start to see earnings from our pipeline investments kick in as well."
"Okay. Just one last one on the load growth trends, you're kind of – you're below at the bottom end or a little bit below where you thought you'd be, even though customer growth's been pretty good this year. Are you having to reconsider what that long-term growth rate is? Is it 0% to 0.5% or do you think there is some discrete usage trends maybe around multifamily housing or something like that that's explaining why usage has been that much of a drag relative to customer growth?","Dan, I think, we've been working with a 0.5% to 1% for some time. And I think, a 0.5% seems to be the range that we're in and I think it's all the things you talked about. It's energy eﬃciency, it's housing patterns and even volatility in industrial. We'd had strong industrial growth and then a dial back in this quarter. So, what we are focused on as we kind of link this discussion to our cost structure, is planning a cost structure that can absorb that variability and also be positioned for modest, very low load growth, if that's the direction things continue to head."
"Okay. Very good. Thank you, guys.",Thank you.     Thank you.  Operator  Thank you. Our next question is from Jonathan Arnold of Deutsche Bank.   Duke Energy Corp (DUK US Equity)
"Hey, good morning, guys.","Good morning, Jon."
"Hi. I'd just like to understand a little better when you're talking about this rebase on 2016. And Steve, I'm not quite sure whether I've heard you right. Are you saying you anticipate growing at the 4% to 6% in – through 2016 and then, also oﬀ of 2016 or implicit within this concept to where rebase seems to be, the idea that maybe you won't or you want to reposition the range a little bit. I just want to understand what you're saying on 2016, when you made that statement?","What we're looking at Jonathan is, we will set a base year anchoring year oﬀ of 2016. And then you would see 4% to 6% growth from there. And we think we've got to do that given the changes in International. We think it's stabilized, and it's moved from again a $0.60 business to $0.30 -ish business going forward. So we'll rebase with 2016 as the anchor, we see 4% to 6% growth there underlined by the strong core business growth in the track history that it shows and some potential modest growth in International from that new lower level.     And so what I would add to that, Jonathan, if you look at the slide 10, you see the Regulated and the Commercial portfolio, the blue bar, that's the bar that's growing at 4% to 6%. And then you have an International business that's about $0.30 in 2015, that would add to that, and grow modestly. So that's the direction that we're trying provide here with expectations for 2016. And then we think from that base, we are in a position to grow at 4% to 6% going forward."
"Okay. Understood. Thank you. Could you maybe just, do you have an expectation currently on how Pension will look as a driver for next year just speciﬁcally or is it a little early to tell?","It's a little early to tell on Pension, you got to take a look at the discount rate right at year-end. And who knows where that will go, if the Fed raises rates or something that could have an impact on it. I don't think there would be any huge change that we're looking at in pension expense at this point. But again, whether being so sensitive to the discount rate, we'd – it's a little early to say precisely."
"Duke Energy Corp (DUK US Equity)   Okay. I think that's good for me. Thank you, guys.",Thank you.  Operator  Thank you. Our next question is coming from Steve Fleishman of Wolfe Research.
"Yes. Hi, good morning.","Hi, Steven.     Hi, Steven."
