Question,Answer
"Just to sort of follow up on the EEI preview with the Vermont Yankee decommissioning, how should we think about the ongoing expense item associated with that? Can you give us a little bit more before EEI?","Yeah. For the next couple years, we expect it to be about a negative $0.20 to $0.25 (sic) [$20 million to $25 million], and then after that it would trail oﬀ to about – or excuse me, millions, sorry. $20 million to $25 million of net income impact, and that trails oﬀ to about $12 million."
Okay. And then does the change in the Vermont Yankee decommissioning cost in total have any impact on what you guys are thinking about with your other plants? And I recall you guys taking some signiﬁcant tax positions associated with that. Could those change as well as a result of your updated Vermont Yankee decommissioning study?,"I'll answer the second question ﬁrst. No, it doesn't aﬀect our tax positions. And on the ﬁrst question, we did learn quite a bit because we did the detailed study at Vermont Yankee, but it doesn't change our current expectations for funding or expense at any of our remaining nuclear facilities."
"So quick question here. As you're thinking about New England and all the latest developments, what's your fundamental view of 2015 through 2017 on the forward curve? Do you think or is it your expectation to continue to use options to leave some upside there?","Bill?      Yes, Julien. We can plan to continue to use the same hedging strategy we have in the past, keeping in mind that there are certain limitations depending on what the market oﬀers. But – so we continue to use a number of structured products. Those structured products change; the number of counterparties change. But we're still working to maintain that optionality in the book."
"Great. And then looking at the capacity side of the equation there. Obviously, we've seen a few new new-build or potential new-build announcements in the last few months. How has that, if at all, changed your expectations for pricing in the subsequent auction? And then speciﬁcally, are you expecting the SEMA region to break out separately, and do you have any price expectations therein?","Yeah. So we have seen a lot more activity in terms of proposed projects. Our expectations on pricing associated with capacity really haven't changed. We think that for the Rest-of-Pool in New England that still is somewhere around an $11 CONE. We do expect ISO New England to put in place the SEMA pricing zone that has – will hopefully be resolved by the end of this year. As it relates to pricing in that speciﬁc zone, where Rise (28:16) and Pilgrim reside, that will depend on the amount of capacity that's actually bid. I think you're familiar with the rules up there in terms of limitations on capacity pricing for insuﬃcient oﬀers, that type of thing. But we are somewhat bullish in that area, but it's going to – ﬁnal pricing will depend on the amount of capacity actually bid in FCA 9."
"Great. Just to make sure I heard you correctly, there's the potential for an insuﬃcient capacity in SEMA?","Yes. So, with Rest-of-Pool, there's a sloped demand curve. I don't believe that sloped demand curve has been implemented in SEMA. So we would revert back to the insuﬃcient competition, which would go back to net CONE."
"I had a question on the New England capacity market as well. Obviously, you have the Winter Reliability Program, which is kind of a temporary ﬁx. Do you see anything progressing going forward similar to what PJM is doing with the capacity performance proposal to make sure that there's adequate fuel for the plants in that region during the winter?","Well, Neel, I think we were hopeful to see that actually change for this winter. Frankly, we were disappointed with the fact that they rolled the existing plan forward a year. But I believe FERC gave some pretty clear guidance on – that that issue for the 2015- 2016 winter timeframe needs to be addressed. So we are hopeful that we see some     progress there, that we move beyond something such as the oil backup reliability to a more market-based approach, which properly values all resources that have adequate fuel supply."
"Okay, great. And then at your Analyst Day, you laid out kind of the lack of pipeline capacity going into New England. Has your view changed with maybe some of the bigger projects that are being proposed out that would come on late 2018, early 2019, or do you think that there's still a long shot for a lot of projects that would actually bring gas into New England?","I don't think our overall point of view has changed. You've got the Spectra/Northeast Utilities JV, you've got the Northeast Energy Direct. You have to keep in mind that those have not been subscribed. So we believe that that could be a challenge just given overall economics. So we believe, at least in the foreseeable future, nothing's going to change signiﬁcantly. We'll continue to see a lot of volatility up in those markets. And at this point, those projects that have been proposed are very questionable from our perspective."
"I wanted to discuss transmission growth as you join MISO. I wonder if you could just talk at a high level. I know this is an evolving situation, but are there certain signposts or upcoming things we should be looking for to get a better sense of what's really going to be required to integrate your system into MISO?","Stephen, I'll start, and then I'll let Theo kind of jump in with the details. From a transmission standpoint, we've – and obviously, we'll be giving updated investment opportunities and everything when we get out next week. But we still see, based on our internal business, which is from all the reliability projects, projects associated with the industrial growth, and demand that we see down here, projects that will be required when we build or acquire new generating capacity and everything, obviously we've had a signiﬁcant uptick over the last several years on our transmission investment, and we would think that continues.  And that is before you get into the idea of what we've got now that we're in MISO. And there's really two broad areas where – at least where we see things. We're already seeing some things that are there because now we've got a bigger footprint and more generating capacity we have access to, that we can count on, given the way it's dispatched in MISO. Plus then there'll be the Order 1000 issues and then even things that show up to integrate us with or MISO with the region.  As far as – so we do see that there's some opportunities out there that we're already looking at, but more to come on that front. Obviously, some of those are farther out in the picture than the near-term investments we have in our own system, which are pretty substantial. Theo, I don't know if you want to add to that.    Well, I mean – yeah, I'll add a little bit to that, Leo. I mean, you made a comment in terms of the path of our transmission spending. I mean, if you look back in 2010, we were probably spending somewhere around $280 million or so on transmission. I think if you go forward, we're going to more than double that. So, obviously, our level of transmission spending is increasing as it relates to MISO. MISO does have the study out around their voltage and local reliability mitigation that could potentially drive transmission investment as well.  We've gone through the MTEP process for 2014. There were some projects that were identiﬁed within that process. That process will also occur in 2015, and you could see some projects that were proposed in 2014 become part of the 2015 MTEP process as well. But I think one of the major drivers for us may not be so much MISO but, as Leo mentioned, just the transmission associated with the economic development opportunities that we have. If you look at our EGSL/ELL business combination ﬁling, in some of the details in there, we talk about some of the opportunities that might require transmission investment within the context of that. So, while there could be opportunities relative to MISO, I think we see our transmission opportunity as somewhat broader than that."
"That's very helpful. And I wanted to shift gears to Indian Point. Of late, has there been a dialogue between Entergy and the state over approaches that can be taken, compromises et cetera, or is this playing out primarily in the legal arena?","Stephen, we've had a number of discussions with various representatives of the state, but obviously we continue to aggressively pursue our legal paths. But I think that's all I can say at this point in time."
"Hey, just another really good quarter on the industrial demand side, even relative to probably expectations this spring. How much of that is kind of maybe situational timing relative to what you would have expected? And what point in time are you guys going to be in a spot to reconsider that underlying growth trend?","Theo.      Dan, I'm not – this is Theo. I'm not sure I understood your question in terms of situational. But I think when we look at where we are from an industrial growth perspective in the quarter, I think it's coming from where we would somewhat expect it to. It's primarily coming from expansions in the kind of petrochemical reﬁnery area, and that's where we really expected to be at this point in time. If you look at one of the slides – I'm not sure exactly which number it is – on the 1,700 megawatts we laid out at Analyst Day, I think in terms of completed and signed projects we're at about 300 megawatts, and so we're really just getting started in that regard.  As it relates maybe to the second part of your question in terms of maybe changing expectations, I think we – right now we still feel good about the 3.5% to 3.75%     earnings growth through 2016. And while we continue to ﬁrm that up in terms of what we see, as relates to the 1,700 megawatts, obviously we see movements in; we see movements out. We're still comfortable with that. The question of multiplier eﬀect, the issue of potential energy eﬃciency impacts on the underlying intrinsic growth, we still think about. But with the puts and takes and ins and outs, I mean, I think from our perspective, we're still comfortable with the 3.5% to 3.75% at this point in time."
