Question,Answer
"Hey, good afternoon guys. Good morning.",Good morning.     Good morning.
"So good details on your CapEx projections with solar, onshore wind, oﬀshore wind post the passage of the legislation. And obviously you guys increased your capital budget for clean energy investments through your planning period. Is there anything you could point to structurally that could hinder you pulling additional spend forward as your total investment opportunity set is materially higher, i.e., bill headroom permitting? Obviously oﬀshore wind may have some hindrances, but how do we sort of think about further onshore or solar spend being pulled forward? So trying to get a little bit of a sense on any potential upside to the near-term plan and your current plus 5% growth trajectory, which is proving somewhat manageable.","Hey, Shahr. Good morning, it's Jim. Thanks for that. Yes, what we've done here is we have not obviously done a Full Monty roll forward of all of our capital spending and addressed more holistically our long-term growth rate, et cetera. All we've done today is we've addressed an update, a roll forward for a new ﬁve year period, just for three programs, just within one segment. So we, of course, do the more holistic view less frequently. We did in '16, we did in '19, so that's not for today. So we'll ﬁnd a time in the future where we will do a full walk through and be able to provide a little more color on other moving parts other than just these three updates on the speciﬁc spending programs within DEV."
"Good. Got it. So like, so I guess the take away, and correct me if I'm wrong, if the plan is becoming much more sustainable, much more, you'll be able to ﬁne tune that 5 plus percent growth rate in time?","Yes, keeping in mind when we said, when we set the 5% plus growth rate, when we announced that last March, we had in our minds that this kind of spending program is going to continue or maybe even increase in Virginia and elsewhere, but that's right, we'll come back and address   Dominion Energy Inc (D US Equity)   something more holistically when we're not kind of in the midst of a global pandemic. We didn't think this is the right time."
"Got it. Got it. Agreed there, by the way. So just a real quick last question on ACP. You know, you kind of state a timely resolution to the Nationwide 12 permit, right? Is there any more color you can provide on this, I mean, when would you start to re-evaluate the timing of the resolution was pushed to a later part of the year? And then Tom, can you just maybe elaborate a little bit more on your latest contract negotiations with customers? What's been sort of the debate? Or what's been sort of the push-pull or there is it more focused on COVID and that's been a bit of a slowdown? So just maybe a little bit more elaboration on the negotiations and I'll jump back in the queue. Thanks.","Thanks. Shahr, I'll talk. I'll answer the ﬁrst part of your ﬁrst question, Diane will answer your second question. So the key dates for us is as we said is the tree cutting season, which runs through the end of, through March of next year. We need now 10 weeks or so of tree cutting period 10, 12 weeks to complete what we need to. You need to keep in mind, we already have 250 miles of trees cut on this 600 mile pipeline, and not every single mile has trees on it, actually 100 of miles do not. So that's the tree, that's the real key for us is getting into that tree cutting season. So we'll see what happens. A lot of people were quite surprised by the judge's decision. And there is a lot of-- I think you should expect to see a lot of a [ph]Amicus briefs being ﬁled, pointing out that this, I mean, what he talked about was all forms of utility infrastructure, not just an oil pipeline in Montana. It was every single utility infrastructure program in the country. So it seems like a, maybe a strong action by the judge, may be not completely justiﬁed by the case before it. So we'll, well, we just have to see how that goes. Of course, you can go to the 9th Circuit after that and things. But we'll judge that as it goes along.  On the second part of your question, I'll turn it over to Diane Leopold.     Okay. Good morning. And I believe your question was related to the customer negotiations, and if I'm not answering, let me know."
Okay.,But the customer negotiations are complete. They have been ﬁnalized throughout the quarter. So the rate and all the other terms and conditions have been completed to ensure that there is a fair rate of return for the project and it balances customer needs and customer costs.
Dominion Energy Inc (D US Equity)   Got it. And any change in the return assumptions that's material to disclose?,No.
"Excellent. Thanks, guys. Congrats. It's a very resilient plan. Congrats.","Thank you.     Thanks, Shahr.  Operator  Thank you. And moving on to our next question. This comes from Steve Fleishman with Wolfe Research. Please go ahead, sir."
"Thanks. Good morning, and hope all of you are doing well. I'm looking forward--","Thank you, Steve."
"Jim I'm looking forward to Full Monty roll forward. Looking forward to the Full Monty roll forward, Jim.",Now (inaudible) little too (inaudible).
"But just, just maybe to ﬁll that picture and a little bit the, the, any color on kind of ﬁnancing need changes with the higher capital plan, maybe that would come with a roll forward, but how should we think about that?   Dominion Energy Inc (D US Equity)","Yeah, I think that's fair. That will come with the roll forward, but we're outlining here spending plans that are large but over a 15-year time period. So when it comes to ﬁnancing, we're going to continue our process of getting that one year and sometimes multiple years in advance. There is no change in the near term, and certainly no change this year but we'll revisit what the ﬁnancing mix will be kind of across the board as we, as we do a more holistic update. I would note though for the avoidance of doubt that for these programs, we've talked about under the VCEA all the ﬁnancing will be at DEV, so VEPCO legal entity. So we're not considering project ﬁnancings or other things like that. It will be a mix of regular rate ﬁnancing at VEPCO. But more to come, when we provide more holistic updates."
