Question,Answer
Okay. Congrats on a great quarter and start to the year. My ﬁrst question is on the IRP. Michigan had a strong recent data point for IRP mechanisms like the regulatory asset treatment and the increasing administrative support for clean energy. How does that inform or change the outlook for the October IRP? Do you see a stronger case for some of the accelerated retirements that you've been talking about?,"We do and we thought it was a really constructive outcome, which continues to be the case here in Michigan where we have constructive policies, energy policies and constructive commission to administer those energy policies. So, we are really encouraged by it. We are also really encouraged by the fact that it's a balanced outcome between renewables and dispatchable resources to ensure both reliability and aﬀordability for the state.  So as it relates to our IRP, we continue to interact with various stakeholders and taking in their feedback. And we are looking to retire Belle River, as we mentioned, oﬀ [ph] coal use in 2028 and convert it to gas. And certainly, we are looking really hard at how aggressive we can pull   DTE Energy Co (DTE US Equity)   forward the retirement schedule for the four units at Monroe, which is our largest coal plant. So, much of that is in progress. So, we are consulting. We are highly encouraged by the outcome and certainly we'll support what we plan to ﬁle."
"Thanks, that's helpful. And as we're thinking about the longer-term ﬁnancing needs, you notably stand higher than some of the peers on metrics. And combined with the business mix improvement over the years, do you envision more ﬂexibility from rating agencies on thresholds and is there are a range of scenarios where you could utilize some of that dry powder like you talked about the opportunities on IRP, resiliency [ph], et cetera.","Yeah, hi. (inaudible) David Ruut, how are you? Yeah, you do -- we do still have that pretty conservative 16% FFO to debt number that's in there and when you look across some of our peers and with the rating agencies, that does give us some good headroom to any of the downgrade levels. So, we like the position we are now. We like having that strong position. But it's something that we'll continue to think about as we go forward."
"Excellent. And maybe just a quick aside on DTE Vantage, is the focus still on (multiple speakers) growth and we have noted the market getting a little bit more competitive. And there has been some opportunities to include R&D into rate base on the regulated construct. Is there a potential parallel path forward there?","Right now, we're concentrating on greenﬁeld projects in the RNG space, and we've been able to ﬁnd really nice projects that give us mid-teens type of unlevered returns after tax and cash payback in a 3-year to 5-year time frame. And as you just saw, we found a project like that in Michigan where we are actually converting it from power generation to RNG, and the IRRs are even stronger than the ones I mentioned for those types of projects. And we've got a good list of opportunities in that regard and we're very selective because we're only looking for $7 million, $8 million a year to come from that space and the other half of our growth is coming from on- site -- projects management of onsite energy infrastructure and we've got a good -- some good prospects in that space as well and those are typically underpinned by long-term ﬁxed-fee type of arrangements with good IRRs. So, good pipeline of opportunities there. We are still continuing to see nice growth advantage.  And in terms of rate base, we do have an RNG project that we're doing with the City of Grand Rapids, but it's really their wastewater treatment facility that is producing the RNG and we're investing to make it pipeline quality and inject it into our system. So, that's some opportunity but I would say that's modest at this point in time."
"DTE Energy Co (DTE US Equity)   Okay, understand. That's a very helpful update. Thank you so much. Thanks for taking the questions.",Thank you.  Operator  Your next question comes from the line of Jeremy Tonet with JP Morgan. Your line is open.
"Good morning. I guess I just wanted to follow-up on DTE Vantage there. And I appreciate you guys keep kind of ﬁnding eﬀective projects, but just thinking through the relative kind of competition in the RNG space, would you consider at any point maybe monetizing that asset or partial monetization or do you still kind of see a good runway to kind of keep growing it organically?","Well, we certainly see a good runway to continue to grow organically and we've been really focused on organic development. When you are looking at existing operations, there are attracting a very high premium. So when you asked about would we consider selling that business, we're always looking for ways to optimize and maximize shareholder value. I think you can see that in our TSR, the 10-year, 5-year, 3-year and 1-year were at the top of the -- top of our peer set, and that's because we always look for ways to maximize value.  So, if we do see an opportunity where it could be valued more than how it's currently valued in our portfolio, we would seriously consider. We're always on the lookout for those opportunities."
"No, understood. I appreciate the color. And then, just one for me on what you're kind of seeing at this point on the supply chain side. I know solar in particular has been a big focus across the sector. I don't know if there's anything that you kind of note that you're seeing across your supply chain or any concerns you have over the remainder of the year, either on the O&M side or the capital side?   DTE Energy Co (DTE US Equity)","Yeah, I would say on the solar piece, obviously that's a big topic in the industry with the recent Department of Commerce matter that's evolved, that I'm sure many of you are familiar with. And for 2022, there is no impact. We have what we need. We did have a built in 2023, about 300 megawatts that we're looking to build to support our voluntary program. If that was delayed into 2024 because of the Department of Commerce actions, they really have no impact on our 2022, 2023 earnings and we can manage through that quite easily.  If it persists longer term, certainly we have a deep portfolio of capital investment opportunities at our utilities that we can deploy, as we've mentioned before. But we're still really excited about our voluntary program where you've got about a 1,000 megawatts signed up already and another 1,200 megawatts, what I would say is late stages of negotiations. So, still a very active program and our customers love the product. So, we're hoping that this issue with the Department of Commerce resolves itself quickly."
"My question -- (multiple speakers) I just wanted to touch on brieﬂy about -- I think you mentioned in the opening remarks, later in the year expecting an update on the long-term cadence. Just curious, are you waiting on any speciﬁc inputs or developments between now and that expected update or is it more just a preference to maintain your historical cadence of getting that update usually in the November time frame?","Well, I would say that one of the key things that we're looking to ﬁnalize is our Integrated Resource Plan, which we will ﬁle in October, and that will provide signiﬁcant instruction, if you will, in terms of what our long-term capital plans will be. And so, that's why we are timing it with sort of a fall period in terms of updating our long-term 5-year plan.   DTE Energy Co (DTE US Equity)   And that's pretty traditional how we do it. So I think two reasons, one is the IRP is really -- will shed light on our long-term capital plans as we look to transform our generation ﬂeet. And secondly, it's usually the time that we do update our 5-year plan."
"Great, thank you. That's very helpful. One more if I could just on how things are shaping up here in 2022. It looks like once again and the Energy Trading segment did quite well in Q1. Just curious, I mean are you expecting now given that strong result in Q1 to be trending to the upper end of your guidance range for the year or perhaps are there other items that you're seeing coming up in -- later on in the year that might mitigate that?","I'll start by saying that Dave and I both mentioned in our opening remarks that all of our BEUs [ph], our building contingency, our electric company, our gas company, primarily due to weather and certainly Vantage is tracking ahead of plan as well and of course, you've seen the results at trading which are also tracking signiﬁcantly ahead of plan.  So, we will likely provide an update after the second quarter as to where we are -- where we expect our EPS to trend toward. We have a good feel for the summer weather shaping up. So -- but I can tell you that we are building contingency above our midpoint at this point in time."
"Okay, great. Thank you. That's very helpful. I'll pass it along here.",Thank you.  Operator  Your next question is from the line of Angie Storozynski with Seaport. Your line is open.
"Thank you. I was just wondering, given what we saw in the MISO capacity auction that the region -- clarity is struggling to manage the load with generation resources. And granted that it's just one-year forward, but is there any thought that maybe you might be rethinking the timing of your coal plant retirement?","Well, thanks for the question, Angie. The retirements that we've made have been essentially replaced almost completely by two acquisitions -- gas plant acquisitions that we made about 5   DTE Energy Co (DTE US Equity)   years or 6 years ago and also the construction of the new Blue Water Energy Center, which is 1,100-megawatt combined cycle plant.  So, we've brought online into our portfolio over 2,000 megawatts of dispatchable generation to replace the 2,300 megawatts of coal retirements. In addition to that, we've built wind as well, which also provides energy, not necessarily a lot of capacity during the summer months, but certainly provides energy supply. The state is running tight on capacity and there is concerns about how we -- how the state moves forward in that regard. But we feel like from our perspective, we've got adequate supply to supply our demand. Now, we do have coal plants that have been retired and will retire like St. Clair power plant, for example, is 1,100-megawatt coal plant that, if necessary, we could bring back online if there was an emergency situation, but that's certainly something we'll rely on MISO to make a determination."
