Question,Answer
"Hi, good morning. It's Julien here.","Good morning, Julien.    Good morning, Julien."
"So, I wanted to just dig into the guidance a little bit further here. Can you expand, and I know you alluded to it already, but what exactly is driving the tax changes? Can you elaborate here a little bit and what you think about a normalized tax rate would be in subsequent years or just kind of in a generic year?","Julien, this is Drew. That's a good question. If you look back over the last ﬁve years, we have had an operational eﬀective tax rate in the range of what we're talking about. I think corporate wise, it's been about 26% and at the Utility, it's been about 23%. So, what we're talking about is not unusual in that regard and as we look forward, this year, when we usually talk about these things, we talk about a portfolio of opportunities and it's still certainly no diﬀerent now. We have a portfolio of opportunities that we're looking at in 2015 and by laying it all out this year upfront, we're trying to give you a better view of what we expect this year. Beyond 2015, certainly, our expectations continue to be that we will look for opportunities because that is one of the largest items of our income statement, but just to make sure that we are all clear about what the underlying business expectations are, we haven't – we put statutory tax rates in for 2016 and our 2017 outlook that we rolled forward today.  So, as far as 2015 goes, like I said, it is a portfolio of opportunities. We have a number of cases that are rolling forward with various tax authorities and it's based on what     our expectations are today. Certainly nothing is guaranteed in that because there are ongoing discussions, but that's the best estimate that we have today. It could be higher or lower than that by the end of the year."
"And just relative to the initial guidance, you kind of laid out there, at the time of EEI, what exactly changed if you could elaborate brieﬂy?","So, I think it just has to do with some of our expectations about what's going to transpire, particularly, towards the end of the year. And our desire to make sure that our investors were fully informed about what the possibilities could be rather than get surprised. Even if it's an upside at the end of the year, we certainly didn't want to land that in your lap as a surprise."
"Great. Excellent. And then just coming back to the other side of the house here on the EWC front, what are you thinking about sort of or what gives you conﬁdence rather in still having kind of a long-term bullish perspective; obviously, you have a view on 2017? What are you seeing out there? Is it capacity? Is it energy? I mean could you elaborate a little bit?","Sure, Julien, this is Bill. A couple things from – in the long run as we look at gas supply, obviously, we're seeing a huge cutback in drilling, so we think that eventually that will have an impact, a bullish impact on natural gas prices. As it relates to heat rates, we think that those are also undervalued in the market as you think about the number of shutdowns, either economic shutdowns or shutdowns due to environmental reasons, we remain bullish on heat rates. And we are seeing some positive changes in the capacity markets such as what was evidenced recently this week up in New England."
"All right. Great. Well, thank you, guys.",Thank you.    Operator  Thank you. Our next question is from Dan Eggers of Credit Suisse. You may begin.
"Hey, good morning, guys.","Good morning, Dan.    Good morning."
"Hey, if I just kind of look at what you guys did in 2014 and you look at 2015 at the Utility level, right, and if we back out the beneﬁcial tax rate, 2014 being pretty close to statutory, 2015 being much lower. It looks like your earnings are a lot closer to ﬂat year-on-year – I know there's always going to be moving parts, but how should we think about earned ROEs this year for 2015 and then 2016, 2017, how you get to your earned ROEs if that tax rate does normalize?","I'll take a ﬁrst crack at this and then Theo can jump in. So – and I'll let Theo talk about ROEs. I'll talk about the big drivers for the earnings blocks as – particularly as we move forward. So, I think you're right in terms of 2014 to 2015, we are not seeing substantial growth because we don't have a lot of rate actions, but as you look forward certainly this year, we have some signiﬁcant investment opportunities. We're talking about like Union Power and those kinds of things that we expect to come on at the end of the year as well as rate opportunities within Arkansas and Texas. And those are going to be the main drivers that are going to push us forward to sort of the 2016-2017 timeframe. And I'll let Theo talk about the ROEs in particular.    Hi, Dan, this is Theo. I mean I think when you look at 2015 ROE, I think you see an ROE that it's slightly below 10%, not much diﬀerent from 2014. I think as you've somewhat illuminated on. But I think as you go forward through 2016 and you look at the things Drew just mentioned earlier, sales growth, the fact that the Union purchase goes into – plan it into rates in – anticipate it goes in rates in 2016.  And also, you see some changes relative to some of our O&M levels pension cost. I want to mention you'll see those ROEs start to move as we have said many times that EEI and other venues in the 10% to 11% range in 2016.  As you look at the various operating companies, we see ourselves making constructive progress at Arkansas as it relates to moving towards the allowed ROE as a result of 2015 plant rate case and other actions in Arkansas. The growth that we see in Louisiana, we'll move our Louisiana utilities. I think when you look at it on a combined basis, you will see that company at within its earnings band range based on its 1995 allowed ROE.  And I think as you look to Mississippi, New Orleans, we see those companies also earning at their allowed ROEs when we get into the 2016 timeframe. Texas gets     closer, we'd see growth in Texas as well and also we would, because of the Union acquisition, we'll have a rate case in Texas to move forward with that and so, we'll see some – likely see some rate change in Texas as well. So, all of that, as you look across the jurisdictions, we moved closer, but those that aren't at that point today, they move closer to or get to their allowed ROE and, overall, as we've said over the past few months and now you see Utility business that's in a 10% to 11% ROE range."
"So, I guess, thank you for that Theo. But, if you think about kind of next year and beyond eﬀectively the $0.95 of tax that you presumably could go away next year, you're thinking that the Texas case, the Arkansas case and putting Union in a rate base should more than compensate for that headwind. Is that the way if you're going to simply balance things out?","Yeah. I think you see the right actions and, again, as well as I think we'll see some O&M impacts as well as we go into 2016."
"Okay. And I guess one dumb question. If the discount rate stays at the same level, was is it ended of last year? What happens to pension expense beyond 2015? As you say, catch up year or would it stay at these levels, so that would be ﬂat year-over-year comp?","No – that's an excellent question. No, it would actually; it would go up. So, we build our forecasts with a interest rate increases as the market tells us in mind, and mark- to-market, if you will, it's not exactly like a mark-to-market, but it's similar. And so, we're anticipating interest rate rises, which should mean lower pension liabilities, which will mean lower pension expense. And so, right now, we are anticipating in 2017, a 5% discount rate on a pension liability and as I mentioned that's 4.27% is where we ended the year. So that would be somewhere in the neighborhood of about $0.20 of earnings, $0.20 to $0.25 of earnings per share impact if we were sort of ﬂat to where we are today versus our expectations for 2017."
"Okay, got it. Thank you, guys.",Thank you.    Operator  Thank you. Our next question is from Paul Patterson of Glenrock Associates. You may begin.
Good morning.,"Good morning, Paul."
"Just on the 2015 guidance, you guys mentioned that there's an increase in depreciation and decommissioning for 2015 and you talked about, I just wonder if you could just review that a little bit in terms of what's driving the increase in depreciation expense and decommissioning at the wholesale business at the non- regulate business?","Okay. This is Drew. So, I mean I think it's due to just normal activities. The depreciation is the higher – is the capital investment that we've made at EWC in 2014. And then the decommissioning expense is, as we get closer to the end of these lives, particularly, as you shorten up your expectations that decommissioning expense is going to rise naturally as you go out that direction. So, I think it's just the normal expectations based on capital investment and shortening life of the assets."
"So the capital investment that you're making, the actual plant value of the nuclear plants is increasing as the lifespan of the plant is decreasing, is that correct?","Certainly, from a GAAP accounting perspective that you're seeing, largely, you're growing the asset base still right now and it is as you are getting to a shorter life expectancy, you're having that greater depreciation, yes."
And we should expect that to continue going forward?,"Yes. Yeah. I mean, well, like you said, last year, I think or maybe just two years ago, we did a depreciation study to try and balance it out a little bit. So, it's less dramatic than it would have been before. But..."
Right.,"...certainly, you will see some of that still going forward, yes."
Okay. Thank you.,Thank you.    Operator  Thank you. Our next question is from Stephen Byrd of Morgan Stanley. You may begin.
Good morning.,"Good morning, Stephen."
"I wanted to discuss a hedging strategy from here. And just given the environment that we're in and your point of view, would you want to be a bit more cautious in terms of hedging in the expectation of improving heat rates et cetera or how do you think about sort of your hedge philosophy at this point?","Stephen, this is Bill. Well, absolutely we think about that. So, given the point of view that we just discussed earlier, as we look into the outer years, we want to be very careful about the products that we use. So, that we – not necessarily really interested in a lot of ﬁxed price products at this point in time.  So, we look to move more towards structured products that have that asymmetric upside. Obviously, that depends on a lot of things, counter parties, cost of the products, et cetera. But we are carefully looking at that strategy as we speak, speciﬁcally, as it relates to 2016 and 2017."
"Okay. And just shifting to Indian Point, speciﬁcally, there is a recent, I guess, a state ruling regarding just the hearing process around potential summer shutdowns for tax eﬃcient Hudson River. Could you give us a sense of just procedurally that the process, through which that hearing will take place, just so we can try to focus on next steps and understand that process?","Sure. That ruling just did come out this week. So, kind of from a high level perspective by February 20. Riverkeeper and the staﬀ needs to make some recommendations, as it relates to, speciﬁcally, what it thinks. It would like to recommend in terms of the outages that will go through the normal discovery process, probably more or less throughout the summer. And then, in the fall, we will actually have a hearing on the issues of outages, and then hope to get some initial replied briefs by the end of the year."
"Okay. And then, in terms of after the reply briefs, what would the step after that?","Well, depending on what happens there then you would work through an appeal process, et cetera. To kind of sum it up, Stephen, I mean we think this process probably goes on for several years before you get any ﬁnal determination."
"Oh I see. So, there could be a decision late in the year or early next year, but then there will be – there could be various appeals after that.",That's correct.
Okay. Thanks very much.,"Thank you, Stephen.    Operator  Thank you. Our next question is from Jonathan Arnold of Deutsche Bank. You may begin."
Good morning guys.,Good morning Jonathan.
"One quick question on: when you gave the sensitivity on interest rates, and the discount rate just now on the pension, so I think it was $0.20 impact on 2017 if the       discount rates increase did not materialize, is that a holistic estimate including, your exposure to short-term debt or is that just the pension?","That was just the pension and I was trying to do math on the ﬂy. I tried to widen my range out a little bit. But I think $0.08 is our rule of thumb on 25 basis points. So $0.20 to $0.25 is probably a better estimate for that, but, yes, it doesn't include the interest rate oﬀset."
"Okay. And the second point was, I was just curious on your – you have the slides with the 2017 point of view, but you also have the 2018, 2019 disclosures in Table seven of the release. Can you share with us what capacity price was embedded in that for the option that just happened? Yeah, you did...",You're talking about for ISO New England?
"Yeah, I am guessing it wasn't updated overnight, but it might have been your point of view that was in there?","I think it is in our point of view. So, you know that the option results for both Pilgrim and RISEC came back for the SEMA zone at about 1108 KW for that option."
Right. Is that what was in your Table here?,I think it's fairly close to what we had. I mean I think we had talked about that. We anticipated it would be net coned (46:35).
Okay. Great. Thank you.,"Thank you, Jonathan.    Operator  Thank you. Our next question is from Michael Lapides of Goldman Sachs. You may begin."
