Question,Answer
Good morning and thank you for taking my call. Can you guys hear me?,"Yes, we can. Good morning, James. Yes, good morning."
"Hey, how are you?",Great.
"Just two real quick questions. I think your previous guidance had assumed a 2% decline for 2020 -- I'm sorry, 2.5% decline for the full year and now you're at 2%. Can you kind of give us a breakdown of how you are thinking about that for the balance of the year? And do you think there is some -- maybe some conservatism baked in there on the industrial side, as you're kind of looking at the recovery through the end of 2020?","Yes. James, this is Drew. Yes. So, we haven't changed our outlook for sales actually for the third and the fourth quarter from what we described in May, even though we did see a little bit better outcome in the second quarter than what we were anticipating. It is possible that we could do better, but given the spike in cases around the country and our service territory, we thought we should just keep it about where it is for right now.  We do continue to see the phased reopening, even though it's paused in certain municipalities right now. So, there is opportunity perhaps over the balance of the year, but for the time, we've elected to keep our outlook for sales where we had it for the second half."
"Perfect. So basically, the improved sort of outlook really comes from just the second quarter and the weather you've kind of -- in the sales you've seen sort of quarter to the date?",That is correct.
"Okay. And then the other question, I guess this comes back to sort of credit, is that are you still comfortable with the equity guidance that you had given before, where you're looking I think for the high end as a 5% to 10% of the planned CapEx? Is that still sort of how you're looking at things and do you still feel like you're on target for the end of the year to get to 15% FFO to debt, which I think is where you guys were sort of targeting last time we spoke?","That's right. We are still targeting now. We still expect to make that by fourth quarter next year, and our equity outlook is in that same range that we've talked about previously. We have continued to think about timing and we think it's probably in the later half of next year when the need will actually arise and we have continued to think about the method in which we would deliver that. And in the past, we've talked about block trade. That's what we did a few years ago. So, that's still on the table, but we've also added other options to the table, including an ATM possibility and even perhaps preferred equity.  Right now, we don't have authorization for preferred equity within our chart. So, we would need a proxy vote to ensure that that would be shareholder friendly. But we are considering that as well."
And just a follow-up on the preferred equity. I'm assuming that'd be like a mandatory convert?,Yes.
"Is that -- From a rating agency standpoint, I know that you'll get anywhere from 25% to 50% credit for something like that. Does that kind of limit, I guess, how much of the funding you can do through the convert, just considering it's a little bit farther out and you don't get as much equity credit as you would versus, say, a block sale or through an ATM?","Yes. So, that's why -- the preferred equity gets you actually, I think, up to 100%. There are options around preferred debt and other versions of convertibles that will give you various credit depending on the rating agency. And we have authorization for all of those. What we don't have authorization for is the preferred equity that would allow you to get the 100% credit."
Got it. Okay. I understand. Great. Thank you so much for all the time.,"Thank you.    Thanks, James.  Operator  Thank you. Our next question comes from the line of Shar Pourreza from Guggenheim Partners. Your line is now open."
"Hey. Good morning, guys.","Good morning.    Good morning, Shar."
"So, good to see that the $100 million cost savings program is on target. Is there any plans to hold recurring savings into '21? Any sort of rough numbers to think about, I mean, what could be recurring with the 2020 savings? Anything perpetual? And I've a follow-up.","Shar, this is Drew. So, obviously, at this point in the year, we are also thinking about 2021 and what that might mean -- and we have started to think about opportunities for savings in 2021. So, that is actually well underway. Currently, we are monitoring everything that's going on in the world and making sure that there isn't any other risks that may be out there that we would need to apply those to. But that network that you're referring to is well underway, but we're not prepared to talk about speciﬁc numbers at this point."
"Got it. And obviously, you've highlighted, it's been relatively a strong start to the year. Can you just maybe point us to kind of where you're tracking within your 2020 earnings band? It seems to be, just with rough modeling, you're getting a little bit closer to the top end, especially if the 3Q weather transpires. Just maybe a little bit of, from a trend perspective, where you're within [ph] the deck.","Yes. So, we are still tracking towards the middle of the band. There are opportunities potentially out there for us, but we continue to track towards the middle at this point."
"Got it, okay. Thanks, guys, congrats.","Thank you.    Thanks, Shar.  Operator  Thank you. Our next question comes from the line of Jonathan Arnold from Vertical Research. Your line is now open."
"Hi. Good morning, guys.","Good morning.    Good morning, Jonathan."
"I would just -- Could I just come back to sales and just ask you where they most sort of deviated into the positive, or otherwise from -- in the second quarter, because the way you showed that slide on the Q1 deck, I believe that was sort of versus guidance rather than a year-over-year comp. So, just curious whether they're sort of down. I think it was down 1% in industrial, for example, in Q2. Was that where the favorability was, or was it more on the residential side?","Hi, this is Rod. Good morning. I think the story line remains consistent with what we expected back in May, where the growth was driven by residential, because so much of the shelter in place were showing up in our residential sector. And you had some volatility in the commercial sector, because you had so many diﬀerent levels of uncertainty with schools and churches and restaurants and the like. And I think the clarity we had in the industrial sector sort of played out, although it was a little bit better than expected. So, the fundamentals have not changed dramatically, when you think about sort of this cross-sector contribution to grow. So, residential is really showing up for us in oﬀsetting a large part a lot of the volatility we're seeing elsewhere.  And I'll just add that it pretty much was across all three clients, where we were a little bit ahead of expectations. It wasn't one or the other that completely dominated."
"Perfect. Thank you. And just my follow-up on --. So, on the balance sheet, it looks like your uncollectibles went up from $7.5 million to $43 million or so. Can you talk a little bit about what you're seeing there, whether it's sort of on -- has it kind of spiked, and is it plateauing now or is it sort of on a accelerating trend? And then just how to think about some of those variables going forward?","Yeah, Jonathan, that's a good question. So, we are seeing more uncollectibles right now. We actually -- As you noted, we booked about $30 million of bad debt expense this quarter, that was oﬀset by regulatory assets given the regulatory orders that we have in our retail jurisdictions. So, there's not really any bottom-line impact associated with that, because we would expect to be able to recover those costs.  Historically, we've experienced about -- bad debt expenses about a third of our typical arrears. So, typically, we have arrears in any given point of about $75 million and we experience about $25 million of bad debt expense. We are about $100 million higher on our arrears right now and that's why we booked $30 million sort of consistent with that ratio.  We expect that there are some people that are able to pay that are just taking advantage of the current situation. But -- And we do expect that to grow a little bit more. We haven't turned on our dunning programs and we would expect that that balance would continue to grow through the summer, although we expect it to continue to be manageable and it is -- that growth is reﬂected in our liquidity expectations, which continue to be strong. So, that is something that we're closely monitoring and it's important for us to continue to work with our customers in order to help them through this."
Thanks for that. And good quarter. Thank you.,"Thanks, Jonathan.  Operator  Thank you. Our next question comes from the line of Julien Dumoulin Smith from Bank of America. Your line is now open."
"Hey, good morning, team. Thanks for your time.",Good morning.
"If I can -- and I, ﬁrst oﬀ, want to say that (technical diﬃculty)","Julien, we're having trouble hearing you."
"I apologize. Hey, guys. Apologies. On your bears of your argument with CRE, and just understanding the ﬁnancial implications, Drew, you speciﬁcally said that there were some mitigating factors, but didn't quantify or specify what they were. Can you help walk through what they might be, be it from a reduction in ﬁnancing needs or otherwise? Just help us understand what reserves you might have already taken and/or other mitigating circumstances?","Julien, I'll start with the quote-unquote mitigating circumstances and I'll let Drew ﬁnish up. But ﬁrst and foremost, my expectation would be that we would -- that whatever impact ultimately happen, that we would overcome that and still meet our expectations. So, that's our going-in position from just an organizationally; that whatever the impact is, that we would continue to meet the objectives that we've laid out for you.  There are also some -- Within the CRE case, I think there are some things that we talked about in the past that could be used to mitigate such as the interest cost that we've been paying the IRS and some other things like that. So -- And obviously, there'll be some ﬁnancing or whatever that would ﬁt into whatever ﬁnancing plan Drew has. But I guess that overall, the overarching mitigation is that whatever it is, that it would be our expectation to overcome it.       All right. And I would say that the opportunity within our business is embedded within our continuous improvement program. And so, as you know, we've been working hard to continue to develop that. We feel like it's continued to grow and mature and that is where that opportunity would come from.  So, not all of it clearly has been identiﬁed at this point. But as Leo said clearly, just articulated, this is an expectation about how we would be expected to operate within the company. And just like we have in the past, I have 100% conﬁdence that the company is going to ﬁgure out how to make that work.  And of course, Julien, our perspective is that there won't be an impact because of our position in the case. So, I just want to make that clear to you."
"Absolutely. I appreciate the merits of the argument there as well. (inaudible). But if I can ask you to expand on it, because you obviously have $100 million in cost cuts that you are well on track to achieve this year. When you say you will ﬁnd ways to oﬀset that, does that include leveraging or oﬀsetting it with continuation of $100 million in cost cuts? And maybe even more broadly, actually, I know, the last quarter and at the outset of COVID, we've been talking about the sustainability of these price reductions, how do you think about that now, given the plans for the back half of the year and how that might impact '21?  And also considering potential timing in '21, a resolution of the sales basis is when you say as (multiple speakers).","So, I'll unpack a little bit of that, Julien, and I'll ask my colleagues to tell me if I forget some of the points and then you can get that in there. I appreciate the question, because really, there is a couple of things at play here. The $100 million is, by and large, our Flex program, but what we're doing within the year to manage the impacts of COVID and weather? We -- Obviously, we've had negative weather so far this year, plus the impacts of COVID. Last year, we had negative weather and those intra-year dollars are primarily what we talked about at the beginning of the year when we started to ﬂex associated with weather and then continued to ramp up the ﬂex because of the impact on sales of COVID.  In parallel to that, we do have a continuous improvement program, which is more akin to what we did last year on this call, where we found permanent cost reductions that, as you recall, allowed us to invest more capital into the system, to improve the reliability of the system and the impact on the experience in our customer base plus grow the business, allowed us to actually add money to our charitable foundation and to our employee beneﬁts through those -- the headroom that was provided through those and continuous improvement.     So when we start to talk about next year, there'll be a combination of the two as well. I will say that, I'm sure this is not unique to us, that we are ﬁnding there are some areas of impact on our cost associated with our reaction to COVID that will likely fall into that bucket of continuous improvement and could be permanent. We're in the process of trying to marry what goes from an annual thing to a permanent thing, but I'm sure even within all of your ﬁrms you've found things that you used to do one way that you do in a diﬀerent way today, that's much more eﬃcient, that you'll probably continue to do.  So, I hope that helps. There's really two parallel things that we work on. One is just a normal ﬂex within the annual budget that every department has. The other is the permanent continuous improvement that everybody is also focused on. And you saw that second quarter last year, when we changed our outlooks because of the continuous improvement. This year, we're holding onto our outlooks because of ﬂex. Does that make sense?"
"Right. And that's the oﬀset potentially, the impact next year?","Yeah, yeah. So -- But I would say, impact next year, depending on what it is, whether it's weather or whatever it'd be, a ﬂex sort of thing, we were just talking about CRE, that would be more of a continuous improvement sort of thing."
Got it. All right. Excellent. Thanks for clarity.,Thank you.  Operator  Thank you. Our next question comes from the line of Jeremy Tonet from J.P. Morgan. Your line is now open.
Good morning.,Good morning.
