Question,Answer
"All right. Weather normalized sales growth. I was wondering if you could tell us where you are year to date? I remember you guys are being sort of ﬂattish, was your expectation. Just sort of if there's any update, in not just the actuals, but the outlook for going forward longer term?","Yes, sure Paul. As it relates to the sales growth, I think we came into this year, we talked about I think 0% to maybe even 0.5%, however, of growth as it related to residential and commercial sales. As we sit here today, I would say we are seeing sort of diﬀerent conditions in Missouri and Illinois. We are actually seeing that nearly 0.5% sales growth in residential and commercial sales in Missouri, despite, I would say, some spending that we have increased spending we've had this year in terms of energy eﬃciency. We've also seen industrial sales growth in Missouri this year of about 0.7%.Overall, we are pleased, I'd say, with that level of growth. As I said, we are spending quite a bit on energy eﬃciency, which I think longer term will keep that sales growth more muted and down in that 0% to 0.5% range. Some positives, I'd say we are seeing in Missouri. We you know this year growth in jobs in both services jobs, as well as you know goods-producing kind of jobs, manufacturing jobs. And I think that's some of what's coming through in terms of improved sales. So we do expect continued moderate growth, but oﬀset by continuing conservation and energy eﬃciency mitigating some of that sales growth. But year to date, happy with that. In Illinois, it is not been not quite as positive. We have seen that residential and commercial sales actually ﬂat to down about 0.5%, with commercial in fact being down a little more than residential, and industrial sales, as we've talked about on prior calls, down about 6.6% this year. And that does reﬂect, I'd say, some of the conditions we have being seen in Illinois. We have seen, in terms of jobs, we've seen goods-producing jobs down, though   Ameren Corp (AEE US Equity)   I would say services jobs have been up in Illinois. But the conditions just don't seem to be as good with some of the industrial sales down. We've seen declines at places like Caterpillar and heavy equipment, some of the metals areas, Alton Steel, US Steel, things like that. One important thing to remember though, Paul, about Illinois is that we do have the formula rates there. And there is -- we've got a formulaic ROE, but there also is a collar around that, plus or minus 50 basis points, which means that at the end of the day sales ﬂuctuations, positive or negative, are bound by that. So at most, I'd say a $0.025 positive or negative from any kind sales ﬂuctuations, whether they be weather-related or load-related."
"Great. Then just as a follow-up to that. The ambitious rate growth, just how do we think about customer bills? You mentioned energy eﬃciency. That's going to oﬀset, obviously, some of the impact. Some of the things you're doing are probably going to increase operational eﬃciencies. So you cannot just look at that as a ﬂat impact. Just in general, how we should think about how customers' bills will be impacted by this rate-based growth, given the low sales growth, but of course factoring in these operational and energy eﬃciency things that are going to be counteracting rate-based growth rate impacts, if you follow me?","Yes, sure. I'll talk a little bit about where are rate-based growth is. As you know, a lot of our rate- based growth is really in transmission, and we're also investing in the modernization action plan in Illinois, as I discussed. With respect to transmission, of course the centerpiece of our investment is really in MISO multi-value project where the beneﬁt of those projects is region- wide, and therefore the costs associated with those are spread region-wide, and do not necessarily then impact our Illinois customer rates, but more rates and costs regionally. So those get spread. As it relates to the modernization action plan and some of the investments we're making in Illinois, the Illinois bills of our customers are being impacted at the same time as they are by the rollout of these investments, but also by falling power prices that have taken place in MISO and have also been impacting customers' bills. So one of the things we are focused as it relates to those Illinois bills is really working to keep rates, annual rate increases, below, say, a 2.5% level. That is a focus there. Then in Missouri, you are right. Energy eﬃciency is -- we are rolling out meaningful energy eﬃciency programs. I think it is a well-constructed program for Ameren Missouri and for the state where certainly we are kept whole, if you will, for the energy eﬃciency eﬀorts, but customers have the opportunity to beneﬁt from those. Then we are also continuing, as we talked about on the call, focused on disciplined cost control. And we are focused on lean eﬀorts, really across our Missouri operations and across the Company, to try to keep any rate increases minimized."
"Hello guys. Congrats on a good quarter, and thank you for taking my call. Just thinking about the Missouri rate case you plan to ﬁle, does this imply you're expecting to under-earn [ph] by a good bit Missouri in 2014? Is there kind of -- how should we quantify the amount of lag that is happening in Missouri right now?","Well, as you know, Michael, thanks ago for joining us by the way, and your comments at the outset. As a relates to the Missouri rate case, it's -- the ﬁling of that rate case next year is not solely a commentary on earned returns. But certainly it's been driven by the things we talked about, making meaningful investments in the reactor head replacement as well in environmental controls for the Labadie plant. Clearly under Missouri's current framework, which does use historical cost, what we need to do as we think about those meaningful investments that will grow the rate base and being able to earn a fair return on those investments, will need to make a rate case ﬁling in a timely way to make sure we will cover those costs. And again position ourselves to earn a fair return. Those are really the drivers."
"Then is the bulk of the $320 million to $370 million for Callaway and Labadie, is that cost you will incur in 2014? When I think about Union Electric's kind of CapEx of directionally $500 million to $600 million, that this makes up a the large portion of it?","Yes, it is a large portion. Some of those costs, you do not start those projects necessarily in 2014. So we've been certainly spending some, say, towards that reactor head already. But yes, they will hit largely in 2014, and again be in service by the end of 2014.,"
"Got it. Last question. In the quarter, or maybe more importantly year to date for 2013, what was the earnings contribution for the FERC-regulated transmission?","Michael, I will see if Doug can dig that out. I do not have that here in front of me and do not know it oﬀ the top of my head."
"This is Paul from (inaudible) here. I wanted to ask about your thoughts on the impacts of the closing of the Paducah processing plant? How do see this impacting the outlook for Joppa as well as power prices and demand in the region, and also if you can mentioned the impacts to your ﬁnancials?","Yes. Paul, this is Marty. As it relates to the Paducah facility and the impact on Joppa, obviously the Joppa facility is one that is part of the portfolio that we're looking to sell to Dynegy. In terms of the impacts of the Paducah facility closing on our earnings, don't really have anything to report there. Overall, that merchant business this quarter versus last performed well. Availability was solid, capacity factors were solid at the plants. I think as we all know, power prices were down a little bit, down some this year versus last. But we came into the year pretty well hedged. Overall, the unit continues to perform well. I cannot really comment on how that facility closing would impact future years, and certainly expect that that plant to be part of the Dynegy IPH portfolio going forward."
Okay. Great. Quick follow-up. I believe you said you were assuming a 3.44% average for the Treasury yield. Could you quantify what the impact was for the Third Quarter and roughly the amount that was implied in that Fourth Quarter guidance?,"Well the amount that is implied in the Fourth Quarter guidance, Paul, really is in the 9.24%. When we talk about the 9.24%, it is really what we are expecting to be the average over the   Ameren Corp (AEE US Equity)   course of 2013. As we looked at the Blue Chip Consensus for next year, we see that going up to maybe 3.95% it for the 30-year Treasuries, which would put you at about a 9.75%. In terms of the impact on the ROE, you can kind of do the math. What we talked about is about 50 basis points is roughly $0.025. Depending upon what your expectation was, you can cut it take a look at you know what the impact is."
Good morning. In your prepared remarks you had talked about just growing the dividend. I was hoping you can walk us through the policy and your expectations going forward there? And then a follow-up.,"Yes sure. And so there, as we've discussed in the past, what the Board looks at is number of factors. But ﬁrst of all, getting this deal closed with the sale of the merchant business, which as we talked about, we expect the beneﬁt of that to be you more stability and certainty in terms of earnings and cash ﬂows going forward. That is an important step. Then looking at growth in the earnings and cash ﬂows of the regulated businesses going forward. We've talked about a payout range target to be in the range of 55% to 70% of our regulated earnings. Today we are at the upper end of that range. With our $1.60 earnings. But as we do grow the earnings from the regulated business, and we believe we have a good plan to do so. As we go those earnings and cash ﬂows, aspire to be able to then grow the dividend, and as that payout comes down into the range of 55% to 70% that I discussed."
"Okay. And then the follow-up question. I think you noted that earnings for this year at the Illinois utilities don't reﬂect the SP-9 impact, is that accurate?","Ameren Corp (AEE US Equity)   Well, what the earnings reﬂect,, I guess I'm not follow you in terms of what you mean by does not reﬂect?"
"I guess there was some beneﬁts around the changes with the legislation earlier this year. I'm trying to ﬁgure out of that is Incorporated in your earnings for this year, or if that's more of a next year event, just giving timing?","No. I think that to the extent that the legislature clariﬁed its views on the way the Illinois formula (technical diﬃculties) that into our 2013 earnings expectation. So it is our expectation that the Illinois Commerce Commission, as they rule on 2013 reconciliation will, I guess, rule in line with the legislature's intent and ﬁndings is this last piece of legislation. That is reﬂecting in our 2013 earnings. We have not done anything in terms of going back in time and picking up any kind of beneﬁt for prior years that may come through appeals of the Commission's rulings for prior years. We did update 2013 earnings to reﬂect the provisions of that legislation."
