Question,Answer
"Maybe let's start with this, just in terms of the timing of the renewable sale here. Can you talk a little bit about how the AD/CVD steps could impact that. I mean is that (Technical Diﬃculty) on just your sense of the ability to get it done. Just any comments on that, and or implications? Again I assume (Technical Diﬃculty).  Separately related, how do you think about the timing of proceeds here, admittedly this is a little bit faster than what we had perceived, just looking at the proceeds from Liberty and this coming in perhaps little bit faster than perhaps the equity issuances in your forward plan (Technical Diﬃculty) suggest?","Yeah Julien. So most of our assets are wind assets, so -- and as we go forward with the transactions, we don't see any issues with that. And as a matter of fact, even on the regulated side, the timing of which we actually need assets for solar and that kind of thing comes later. So it's a 2024, 2025 timeframe. So on both sides of the ledger we're in good shape from that perspective and these assets, obviously we're going to try to time it appropriately as we talked about the large portion of the 1.6 gigawatts or the 1,600 megawatts, they will be marketed in the third quarter. And I'd say, we're getting very robust. It's amidst very robust interest on -- really on both sides, strategics and in terms of any type of private equity that kind of thing. So, it's really to us, the process will continue and there is nothing stopping us. So, we're in good shape from that perspective.  And then your second part of your question, Julie, did you have that part?     Yeah, and Julien, let me know if I'm not answering this directly or if you need a little more granularity. Speciﬁcally as it relates to dollar ﬂows associated with any type of transaction that we enter into, so today you're going to talk about the fact that we've had a term sheet in place for ﬁve development sites, those dollars are still small. And so, we'll see those show up eventually priced second quarter or third quarter in operating earnings, but obviously not even disclosing those, not a needle mover for us and not going to change the earnings guidance or anything like that, so not to worry on that front.   American Electric Power Co Inc (AEP US Equity)   And then as it relates speciﬁcally to the broader unregulated renewables contracted portfolio, we'll start the marketing eﬀort in the second half of this year. Obviously, we'll continue as we have a little more detail to share. We do have an upcoming investor conference, so stay tuned for that, and then we'll be able to navigate any potential proceeds from transactions. As you know, we don't even know exactly how that's ultimately going to look, do we sell them as an entire portfolio? Do we sell them in diﬀerent pieces? So that's to be determined, so standby on that.  And then obviously, we continue to work through the Kentucky process. We had expected to close that -- we're trending toward the second quarter. As Nick mentioned and I mentioned in my opening remarks, that's already reﬂected as it relates to Kentucky bringing dollars in, in our plan. You may recall that we eliminated about $1.4 billion of equity that we originally had in our 2022 guidance. So I think we're moving on track. Let me know if there is something I didn't address there.     Yeah and since we're really moving on the universal scale assets, they're project speciﬁc. So we can go through that process and time at anyway that we wish to do it, so that's -- and actually they are actual pretty quickly. So, we'll go through that process and will deﬁne that better and that will be part of our Analyst Day discussion."
"Now speaking Analyst Day discussion, just super quick if I can, an important point. How do you think about just approaching your customers directly, with energy prices environment, doing well on industrial and C&I sales growth, presumably your customers are interested. We heard this from Entergy, can you kind of elaborate how you're thinking about that opportunity here in this elevated environment as a further angle to your renewable aspiration?","Well, certainly the renewables are a key part of being able to really mitigate cost to consumers going forward. So, from an industrial standpoint and manufacturing standpoint, we're going to see a lot of that movement to our territory, because when you think about onshoring, when you think about strategic reviews of supply chain actions that need to occur within this country, that's going to occur within our territory. So our focus will be, I think from the renewable side, particularly the regulated renewable side to be able to continue to progress on that is a beneﬁt because a clear beneﬁt for customers and certainly North Central showed that, but I think from an industrial standpoint, it's going to look very good for us. We have the resources for capacity and when you layer in the renewables for the incremental needs of capacity, it's really the best of both worlds to provide reliable secure supply to our industrials and really at a competitive price. So I think we're in great shape from that perspective going forward."
"Yeah, sure thing.   American Electric Power Co Inc (AEP US Equity)   Operator  Next we'll go to Steve Fleishman with Wolfe Research.","Morning, Steve."
"Hey, good morning. Can you hear me okay?",You sound enthusiastic.
"That is enthusiastic for me, sorry, (inaudible). So, just on the Kentucky process, there does seem to be a decent amount of people that want diﬀerent things on the Mitchell operating agreement. Can you just talk to your conﬁdence in resolving those issues by the second quarter and just because -- and just maybe frame the issues and how you think they can get resolved?","Yeah, obviously there has been a lot of focus on the Mitchell agreements themselves and we've certainly tried to accommodate the multiple parties that are involved and made as ﬂexible as possible and obviously the issue is 2028 and how you reconcile that going forward. And from a state perspective, I think we're in a good place, because it does provide the ﬂexibility to ﬁnd whatever value proposition there is at that point and there also is optionality around the ability to potentially separate the units to allow each individual commission to make their own decisions relative to these units. So, I think it's positioned very well. There's been a lot of dialog, lot of settlement discussions associated with that and a lot of -- of course there's a lot of varied opinions, but at the end of the day, we have to do this because we have two commissions that are going in diﬀerent directions relative to the life of the Mitchell plant.  And I think what we've arrived to is a very credible balanced view that allows the optionality that the parties need going forward, so. And of course we certainly will continue to focus on the ELG and CCR expense associated with that in the appropriate manner, and that will improve the optionality going forward to where decision is going to be made at the appropriate time. But I would say we're in a good place as we expect, we expect the Mitchell approvals to occur very quickly after the transaction approval."
"Okay, great. Thank you. And then just, you've been pretty good and right about Federal, the BBB legislation kind of to get done or whatever you want to call it these days, just curious if you   American Electric Power Co Inc (AEP US Equity)   have any latest thoughts and updates there? Has anything changed?","I'll say, I'll say this. Certainly, Senator Manchin is at the center of all of this, but there also is, I think from their original infrastructure package, a group of senators who were coming together to try to focus on some pretty substantial issues and really when you think about Senator Manchin being on both the Armed Services Committee and the Energy Committee and knowing the Ukraine situation and the focus on energy as it relates to it. I think you're going to see at least an attempt to a lot of focus on how to support natural gas, LNG, expansion for pipeline capability, and then of course he has also talked about the climate provisions, and I think there'll be a lot of interest too in the technologies of the hydrogen hubs and particularly in West Virginia.  And then there is obviously Murkowski, Barrasso, there is others that they are engaging in that discussion. The ITCs, PTCs, the climate provisions that the industry is looking for, I think there is some bipartisan level of support for that. So the question really is, can they get together before -- really before Memorial Day. And if there is still talking after Memorial Day it's probably a positive indication. My own personal belief is, if it's not successful, we'll probably see in the 11th hour type of -- at the end of the year relative to ITCs and PTCs and perhaps Steve, an expansion of those.  So I think you'll see us attempted a smaller bill, you'll still get hung up with the pay for's, particularly with Manchin wanting to get it paid for and it's obviously a diﬀerent, diﬀerent view on that. So, but there is probably some element of recognition that something has to be done to have this country focus on the security of supply, not only for our sales that the Ukraine situation is demonstrated, but also for Europe and the rest of the world. So that's probably the impetus of getting something done and will deﬁne the framework of whether something gets done or not. If it doesn't after the election, I think like I said, it's the 11th hour or perhaps the RS and Treasury make adjustments based upon what's happened relative to supply chain activities. So, I think that would be my view of where things are going."
"Great, that's super helpful. Thank you.",Yeah.  Operator  Next we will go to Shar Pourreza with Guggenheim Partners. Please go ahead.
"Hey, good morning guys.   American Electric Power Co Inc (AEP US Equity)",Good morning.
"Just -- Nick, I just want to question on sort of the renewable comments. As we're looking kind of at your current RFPs that are in progress, there sort of a fairly healthy mix between wind and solar and storage. As we're thinking about kind of the upcoming 2021, 2022 RFPs, how are you sort of thinking about the potential tail risks around solar with circumvention investigation as pricing uncertainties, there is a lot of constraints. I guess these tail risk impact the mix for 2021 and 2022 and do you see any risk to the $8.2 billion you've allocated to renewables. I mean, we've already seen two peers provided some warnings around this and one this morning, as well as delays. So I'm just curious how this ﬁts in with your plan?","Yeah. I don't see a lot of risk and the reason why is, because ours is more 2030, a lot of these projects will come into play in the 2024, 2025 timeframe. So, we have time for not only for the reviews of solar that's occurring with the administration, but also in terms of the supply chain activities just to level out somewhat before we're actually out back in the market acquiring these types of resources. So, we have a little bit of time, I think probably by ﬁrst quarter next year we want to see things start to levelize so that we can get that process rolling. In the meantime, we got the resource planning ﬁlings that are being made.  And keep in mind too, I made this point originally. These plans are really fungible from year to year based upon what we see in terms of the value proposition of each type of resources. So a lot of its wind, some of it's solar, solar picks up in the later years from a resource plan perspective, so there is time for the solar thing to get resolved. But even if it doesn't, that sales is probably going to be more wind or other types of resources that are put in place to support these objectives, because remember, they're driven by capacity requirements and we'll continue to evaluate that process.  And I'll take a step further too on this is, we've always said that if something were they happen relative to the renewables build out, we've got transmission and transmission we can soak up a lot of capital from that perspective because of the focus on providing better customer service, more resilient and reliable grid. So we have that optionality, but I'm not, I'm not even there yet. I think we're -- we may be because the $8.2 billion we have in there assumes a certain percentage of those types of resources that we would own. That could be higher, transmission could be higher. So we have optionality around all of that. So I'm not concerned from an AEP perspective."
Sure. The current gas price environment helps the economic argument.,"American Electric Power Co Inc (AEP US Equity)   Absolutely, absolutely because the $3 billion for North Central was down on our previous gas forecast and if you look at that today, it's probably much larger. I think it's really looking good for customers."
