Question,Answer
"If I'm just looking at your capital ﬂoor cash through 2019, it's about $5.6 billion a year and a 7.7% CAGR. Based on the current line of sight if you don't consider the wind project, would you expect a material drop oﬀ in core capital needs after 2019?","Hey, Kevin.     No."
"Okay. So then, the $4.5 billion, I think, is 35% wires and 65% for the wind assets?",That's right.
"The wind assets should be turnkey, so it wouldn't really impact EPS until probably 2021. What about the 35%? Would we see traditional rate making, like AFUDC, in 2020 or 2019?   American Electric Power Co Inc (AEP US Equity)","Yeah, that's right. That's right. It'd be traditional rate making on that."
Okay. That's all I have. Thanks guys.,Yes.  Operator  Thank you. Our next question is from Jonathan Arnold from Deutsche Bank. Please go ahead.
"Good morning, guys.",Good morning.
"Just picking it up, also on the wind, the new investment, any thoughts, preliminary, Nick, on how you might ﬁnance this and how much room you have to put (35:02) leverage in the mix?","Yeah. So, obviously, we want to get to a point of getting Commission approvals, because I think this is a huge project. It's a great project. If you look at it company-by-company, it's not that huge. But when you look at the companies involved, the areas involved, we need to go through with the regulators and make sure they understand and see the beneﬁts; and, some already have, but the beneﬁts that we see in this project. Once we get to that point, then we'll be in a much better position to talk about ﬁnancing and capital required and whether we issue equity.  We've talked in the past about it. When you have a large project that really made sense and that we could focus the investment on that as opposed to the general confers of the corporation, then we believe investors should like that. So if we go down the road, we'll ﬁgure out what the appropriate mix is. And obviously, you know, we continue to look at capital, look at our credit metrics. I want to make sure we – that we remain a very ﬁrm foundation for investment. So Brian, I don't know if you have anything add to it.      American Electric Power Co Inc (AEP US Equity)   I don't. We've always been thoughtful about how we ﬁnance our capital projects. As this progresses and we hear from the regulators, their interest in it, we'll look to put together a ﬁrm plan to make sure that we do it is as wisely as possible, as we do our regular capital program.     There are just not many projects you'll run into – and you know, really, the sense of urgency around getting approvals for this thing is centered on the federal government's basically given a 62%, 63% oﬀ sale and – with the PTCs; and, to take full advantage of the PTCs, that's $2.5 billion alone.  So obviously, we want to get this thing through. And when you get – take all that into account just to apply investment and that kind of capital and reduce customer bills as a result and produce actually a more – certainly, a more resilient system as a result, I think is a great thing. So – but we'll have to ﬁgure it out when we get there."
"Nick, can you give any insight into the calculation of the $7 billion customer beneﬁt, like do you – are you assuming a carbon price? With what sort of level, and just is there anything else to kind of help us kind of get to that number?","Yes. So you know, we've obviously assumed a natural gas price going forward, because, obviously, this is a important hedge against fuel cost. And when you look at – we did (37:59- 38:10) diﬀerentials. Obviously, we looked at carbon, and we looked at the value of the production tax credit. So those three components certainly provided the center of the analysis.  And we've looked at mid-range cases. We've looked at low cases in terms of natural gas pricing and that kind of thing, and it still stands up. I mean, when you look at the – certainly, the immediate beneﬁts and the real beneﬁts of the PTCs along with what could happen with carbon, what could happen with natural gas prices, it just looks like a great project. So..."
"The $7 billion number, the $2.7 billion NPV, is that kind of the mid scenario, or where does that ﬁt within the range of scenarios you looked at?","Yes, that's the mid case scenario, which was still a reasonably low natural gas price comparison."
"Okay. And then, could I just – ﬁnally, on the transmission piece, obviously, you said normal rate making, but what's the – would that also be predominantly spending that would fall kind of in   American Electric Power Co Inc (AEP US Equity)   the back half of – very end of your plan into the sort of beyond 2019 period?",Absolutely.     Yes.
Okay. So we should think about this as more how we sustain 5% to 7% rather than incremental to or...,"That's a good question. You know, obviously, our indigenous utility growth is centered on 5% to 7%. I think it should make the 5% to 7% more robust."
