Question,Answer
"Hi, good morning.","Good morning, Jeremy."
"Thanks for having me. Just wanted to start oﬀ with MISO long-range transmission planning here at Tranche 1. Just wondering if there is any way that you could quantify what the opportunity set might be speciﬁc to Ameren here, trying to get a sense for how big that could be in your mind?","Yeah, Jeremy. I appreciate the question. Look, as we said in the prepared remarks, we certainly believe we're well positioned for projects that MISO has outlined that cross through our Missouri and Illinois footprints, but as we sit here today, we don't want to get ahead of the MISO in terms of their overall approval of the projects or the designation of which ones are brownﬁeld or greenﬁeld projects. So, we do expect that when they approve these projects in July, we expect that they will designate which ones are brownﬁeld, (inaudible) indicate which   Ameren Corp (AEE US Equity)   transmission owner has been assigned those projects so, and I would just say stay tuned as I said in the February call, we expect to have more to discuss on our Q2 earnings call."
"Got it. Will eagerly await that. And just want to see that there is some new development in Missouri as well as it relates to PISA and just wondering if that comes through, what your thoughts would be there as far as PISA ﬂexibility in how that impacts the Ameren's planning?","Yeah. Thanks, Jeremy. Yeah, we were actually very pleased that yesterday the Legislature did pass Senate Bill 745, which is great. That's a bill that really extends the longevity of the Smart Energy Plan that we have in Missouri. And so we're very appreciative of the strong support of the Legislature with regard to that legislation and I think it's a recognition that the investments that we've been making in Missouri have really been producing good beneﬁts for our customers in terms of safety and reliability of the service that we provide and the fact that we're really scratching the surface in terms of the investments that we need to replace aging infrastructure and modernize our equipment throughout our Missouri footprint.  I think it's also a recognition of the economic development beneﬁts associated with that legislation. We are having a positive impact as we invest on our economies through the creation of jobs, we concentrate on using Missouri vendors substantially for the things that we procure and the things that we invest in, and there is some great economic development incentives rates associated with this legislation that help Missouri businesses grow as well as attract Missouri businesses to the state. So, we're really excited about the legislature passing Senate Bill 745. Tt now heads to the Governor's desk for signature and we're excited to be able to extend the beneﬁts of the Smart Energy Plan prospectively."
Got it. That's helpful. And just one last one if I could on a similar note recent eminent domain legislation Missouri. Could you comment on the implications for greenbelt MISO or anything else as far as investment that could be related to Ameren and the state going forward there?,"Yeah. I think, I don't think with respect to that legislation that there are any immediate impacts other than making sure that as we move forward in time to the extent that there are greenﬁeld transmission projects that owners of agricultural properties are compensated fairly for, for their property. I think that's the primary impact going forward."
Got it. I'll leave it there.Thank you.  Operator   Ameren Corp (AEE US Equity)   Thank you. Our next question is from the line of Julien Dumoulin Smith with Bank of America. Please proceed with your questions.,
"Hey, good morning. This is Darius[ph] on for Julian. Thanks for the time. Maybe just on the proposed multi-year rate plans for Illinois Electric. I know it's somewhat early in the process still, but can you maybe discuss a little bit about what type of performance metrics are being considered as you go through that workshop proﬁt?","Yeah, you bet. Good morning, this is Michael Moehn. I would say things are moving along just ﬁne there and a lot of constructive conversations, workshops, et cetera, There are a number of diﬀerent paths that are occurring, there's one associated with the performance metrics, I'll give you a few details there. There is one around a multi-year grid plan et cetera, and so I think they're all moving along as we sort of anticipated last year and so nothing we see that's concerning.  With respect to the performance metrics themselves, it really is kind of the standard stuﬀ that you would think about from like a reliability standpoint. So, system average of days of disruption, you're looking at customer metrics in terms of customer response time on calls, et cetera. So kind of standard stuﬀ. Right now, we are advocating for about 24 basis points, so there's about 8 diﬀerent metrics and ascribing 3 basis points to each one of those metrics. Everything still should be on track to conclude here by September of this year and then at that point in time we make the decision, and as we've said before, we see ourselves opting into that and then the multi-year rate plan we need to be ﬁling in January of '23.  That help?"
"That does help. That's very helpful. Appreciate it. And maybe just one other one on the equity ﬁnancing. I just want to conﬁrm that the the forward agreement that you guys executed for your funding in '22 that takes oﬀ requirements for the full year other than the drip. And then also the amount under the forward agreement, that's part of the 750 included under the ATM program. Is that accurate?","Yeah, you got both of those correct. (Inaudible) $300 million that we have sold for that does take care of the requirements here that we outlined in February for 2022 and then that is part of that 750, that 750 should get us through the end of 2023."
"Okay, great, thank you for clarifying that. I'll leave it here.   Ameren Corp (AEE US Equity)",You bet.  Operator  Our next question is coming from the line of Shar Pourreza with Guggenheim Partners. Please proceed with your question.
"Hey, good morning guys.","Good morning, Shar."
"Marty, if you could, I'd like to maybe touch on Illinois, the bill and kind of the reliability backdrops seems to be a little bit noisy amid sort of the year over year jump in PRA costs, planned retirements under (inaudible) and just the general concerns that obviously is coming from some of the C&I customers. I guess how do you sort of see this kind of resolving in the next couple of years especially as you are looking to go through multi-year rate plans in the interim?","Yes, sure, there's certainly a lot there. I think, ﬁrst of all, backdrop to your question is that recently, we've been seeing higher power prices here in the Midwest and then recently, as a result of the MISO capacity auction, we also saw capacity prices clear at high prices really at cost of new entry and those higher costs of power prices as well as the capacity prices then will be borne by Illinois customers. Obviously, we know it's a retail choice state, typically what we've seen is that various retail electric suppliers have suppled about 60% to 65% of our customers and then around 30% to 35% have procured their power through us, but when they do, of course, it's really the Illinois Power Agency that does the procurement of the power and the capacity and as they've reported those prices were elevated and, therefore, some of our customers are going to see meaningful increases in their bills starting here in June. So I think ﬁrst of all, concern for our customers. We're trying to make sure that we provide education about the impact of these higher prices, so that people know what to expect and they can take actions accordingly. And we're also oﬀering bill assistance where needed as well as, of course, reinforcing the opportunities under our energy eﬃciency programs, which are robust in the state.  And then some customers obviously will be still taking power through local (inaudible) aggregation programs, things of that nature that may actually not see bill increases immediately, but we are certainly concerned about those customers. Then, more broadly, I think   Ameren Corp (AEE US Equity)   you say, how does this resolve itself. I think that ﬁrst of all as we go into the summer, there are concerns about just reliability. I would say when you see prices clear (inaudible), it's a sign that the resources to supply the load with cushion are tight.  So, we expect that MISO will be tight this summer, we expect that the MISO itself that is ultimately responsible for ensuring grid reliability and certainly going to be doing everything they can working with stakeholders as we head into warm weather situations to ensure that every possible resource is available to supply customers and certainly we'll be doing all we can as a company, especially when we look at our Missouri Energy Resources to make sure that they are available and ready to go in the hot weather months and so. Again, I think that's some of the eﬀorts in the short-term  In the long-term, we'll see how this plays out, I mean with capacity prices clearing account, it's a clear signal to the market that more is needed in terms of dispatchable energy resources to meet our load and we'll have to see how all of that plays out, and we'll be working with stakeholders as appropriate throughout all of that to help mitigate that situation in the long- term. As it relates to our multi-year rate plan, as Michael said, we were sort of marching towards a ﬁling here in January, related to that multi-year rate plan that then the Illinois Commerce Commission would rule on towards the end of '23 with implementation in 2024.  As I said on the prepared remarks, we still have signiﬁcant aging infrastructure in Illinois, the investments that we're making are producing improved reliability for our customers, ensuring we provide safe and reliable service. And I think even what we're seeing in terms of the tight market situation, Illinois is an appropriate backdrop for continued investment in infrastructure, both transmission as well as distribution infrastructure. So, we still see the need for the investments that we're making in Illinois and don't see any impact right now on the multi-year rate plan ﬁling itself and moving forward with that from the backdrop that we discussed."
