Question,Answer
"Hi, good morning.","Good morning, Julien, how are you doing?"
"Quite well. Thank you very much. I wanted to follow-up ﬁrst on the wind investment side of the equation. I just want to dig in a little bit on the 700 megawatts and the breakdown between the   Ameren Corp (AEE US Equity)   400 megawatts and the balance, if you will. Can you talk a little bit about the sort of the timeline here with respect to the incremental, you talked about the 400 megawatts being ﬁled by June 30. What about the remainder here as far as the timeline, do you see the CapEx dollars and how should we be thinking about it if you ultimately are awarded the cadence of the CapEx vis- a-vis the plan?","So, Julien, this is Warner. I'll start with the overall timing and then I'll let Marty comment a little bit more on the CapEx piece. As we said, we expect to ﬁle certiﬁcates of convenience for these 400 megawatts by June 30 and then it is our expectation that we will ﬁll in the rest of our wind generation needs with agreements and ﬁlings with the Missouri Public Service Commission by the end of 2018. So, Michael and his team in Ameren Missouri have been working hard with many of the developers and they will continue to do so. So, Marty, do you want to comment a little bit about the CapEx and the cadence associated with that?     Julien, taking your question in terms of the cadence as when will the CapEx occur relative to our plan, I think with regard to all of these projects, our objective is to get them in service by the end of 2020 in order to take advantage of the production tax credits. Depending upon how we ﬁnalized negotiations, for example, if they were ended up being build transferred agreements, then likely the CapEx would really occur in that 2020 timeframe. And again, the goal here is approximately 700 megawatts or at least 700 megawatts with approximately $1 billion overall spending."
"Just to clarify, why is it broken up between 400 megawatts and 300 megawatts, is it basically if I were to read between the lines, the 400 megawatts you've sort of established and the 300 megawatts would be likely a build on transfer, is that the right way to interpret this?","No, it's not, Julien. It's really just the status of our ongoing negotiations. So we have ongoing negotiations with multiple developers and it is just how we see the timeline unfolding this year in terms of completing negotiations and getting CCNs ﬁled. It really does not have anything to do with the nature of the ultimate agreement, whether it be a build transfer or otherwise, it's really just a situation where you're negotiating with multiple developers for multiple sites, but at the end of the day the goal with respect to all 700 megawatts is to get those megawatts into service providing value to customers in the 2020 timeframe."
"Excellent. And then just as we come to the end of the legislative session here, sort of curious what are options, if you will, assuming there is an extension even beyond the end of the session here in the spring?   Ameren Corp (AEE US Equity)","Julian. This is Warner, I'm not quite sure if I understand what you mean by options, but let me just say what we're focused on. We're focused on Senate Bill 564 which now has passed all the - - received approval by all the necessary legislative committees, it is now very well positioned in the House of Representatives. So as you've been following this, I know you have, there's been a great deal of hard work, collaborative eﬀorts and compromise to get this bill to where it is positioned now and along the way, every time as the bill has been reviewed by one of the committees, it's received strong bipartisan support. So now we have until May 18. And so, Michael Moehn and this team are very focused on working with key stakeholders, to make sure that gets adequate time in the ﬂoor and at both in the House of Representatives."
"Got it. So, it sounds like for the time being focused on the May 18 deadline and then we'll talk about anything after at another point in time?",We are focused on May 18th period.
Excellent. Best of luck.,Thank you.  Operator  Our next question comes from the line of Paul Patterson with Glenrock Associates. Please proceed with your question.
Good morning.,"Good morning, Paul."
"We're focused on the 18th as well, but anyway, just the impact of the wind rates, could you remind me what you guys are thinking in terms of -- what you think the impact of the wind   Ameren Corp (AEE US Equity)   projects might be on rates, we've seen some utilities talk about actual rates going down. I'm just wondering what you guys are thinking.","Yeah, Paul, this is Marty. We have not said speciﬁcally what we expect the impact could be. Over time as we ﬁle for the certiﬁcates of convenience and need and update the Commission on our plans for compliance with the renewable energy standard, we'll certainly provide that information to them.  Overall what we have said, which is consistent with the law, is that we do believe that we can ultimately own the 700 megawatt to comply with the renewable energy standard, that the overall investment that we will make and the impact on customer rates would result in rates on average rising less than 1% on average over a 10-year period, projected period following the wind being put in place, and that's really a requirement of the renewable energy standard. That's not to say, however, that we expect that rates would rise that much necessarily on average.  As you note, there could certainly be expected beneﬁts from the wind over time depending especially on what power prices are over time. So, in any event, we haven't said speciﬁcally, but we will be providing those updates to the Commission through time and we do expect that, like I said, we'll be able to deliver these projects and keep the impact on rates at that under -- that 1% average."
"Okay, great. And then on the tax side, if the legislation were to happen, how would we think about this oﬀset that you guys have, I guess booking in terms of the tax beneﬁt, if you follow me. How would we think about that -- how should we think about the tax beneﬁt impacting your earnings for the -- I know you guys don't expect this, but if the legislation were for some reason not to happen, how should we think about it?","Well, I think if. If the legislation comes to pass, number one, we would expect that the Commission would have a proceeding then to ﬁgure out how much and over what period of time we would end up providing the beneﬁts of the tax reform to customers. Again, as required by law that proceeding could be initiated. Right now as it relates to our ﬁnancial results, just to be clear, our ﬁnancial results for the ﬁrst quarter don't assume that any beneﬁt is retained by the shareholders and that we have established an accrual for the expectation of ultimately providing that beneﬁt back to customers."
"Okay, so that --","Ameren Corp (AEE US Equity)   Michael, do you have a ﬁnal --     Yeah, I was just going to add, assuming the legislation is passed, just to be clear, within 90 days we will be refunding that amount back to customers, and so that's spelled out in the legislation very clearly."
