Question,Answer
Good morning.,"Good morning, Paul.     Good morning, Paul."
"The FERC complaint case, I'm sorry if I missed this, but the D.C. Circuit decision, does that change any of this, in your opinion?","Yeah, Paul, this is Marty. We commented on that right there at the end of our prepared remarks. That case I wouldn't say has any direct impact on the MISO ROE complaint cases, but of course the methodology that the FERC used to determine the outcome of the ﬁrst complaint case and also underscored the ALJ's decision in the second complaint case, were certainly in line with that methodology that the FERC used in the New England case. So again, no direct impact, but of course the methodology did underlie the ﬁndings of the FERC and the ALJ, as I mentioned.  So as we look ahead, we suspect that once the FERC has a quorum and they look to decide on the second complaint case, they'll want to take into consideration the court's ﬁndings in the ﬁrst case as they think about how they'll rule in the second. And it's hard to predict, but we suspect that it could end up factoring into the timing in terms of the FERC's decision in the second case."
"With respect to the 206 (31:01), the ﬁnding whether or not the original rate was unjust and unreasonable, that element doesn't seem to be – do I understand that you don't think that portion of the D.C. Circuit's ruling applies? Is that right, or is not applicable to this? That's what I'm little bit confused about.   Ameren Corp (AEE US Equity)","Well, I think in our cases, like in the New England case, I mean, they have to do both, right? They have to determine that the existing rate is unjust and unreasonable, and then secondarily determine that the new rate is properly supported by the evidence on the record. So I think both of those things apply in both of the cases. And so I think when they look at those cases, they'll be taking both of those things into consideration."
"Okay. And then just on the 9% rate base growth in Illinois and – should we expect a decrease in O&M or fuel and – or purchased power cost or just in general operational cost or productivity increase as a result of this? Or is it rate base growth that doesn't really do that, it's kind of replacement or what have you? I just wonder if you could elaborate a little bit on that.","Yeah. I assume you are speciﬁcally talking about the Electric Distribution. But absolutely, what the customers in Illinois are seeing, as a result of the investments we are making, are both improvements in reliability and decreased costs overall as a result of the investments we're making. I would also note that over time the customers' rates are also being positively impacted by the lower power and capacity prices that we've been seeing in Illinois, apart from the positive impact of the investments that we're making in the Illinois Electric Distribution system."
"Do you think because of the low – I mean, Dynegy is kind of crying out there about how the price is so low, they can't go on this way. Is there any opportunity for you guys to – I know things would actually have to change there in Illinois, but I'm just wondering if there is an opportunity there for you to provide some sort of resource or something in Illinois or just any thoughts about what Dynegy is talking about with this low price that came in.","Yeah, look, I don't have any speciﬁc comment on what Dynegy is seeking. I will say this that today it seems like, with respect to capacity, that we have the resources in Illinois to serve our customers' needs. That I think is evidenced by the low capacity price that we saw this year. Longer term, however, we're certainly concerned about capacity adequacy, reliability, and volatility of rates for our customers. And as we have in the past, we stand ready to work with all parties in terms of resource adequacy for the state of Illinois."
Okay. Thanks.  Operator   Ameren Corp (AEE US Equity)   Thank you. Our next question comes from Joe Zhou with Avon Capital. Please proceed with your question.,
Hey. It's Andy Levi. How are you guys doing?,"Good morning, Andy. How are you?"
"I'm doing well. Just on the Missouri rate order that you got, and I know you kind of went over it, but I just want to understand the earnings power of it. Could we just go over the three components and how they beneﬁt the income statement, $92 million to $54 million and the $26 million?","Yeah. So, Andy, this is Marty. Absolutely. I think if you refer to slide 10, you will probably get the best picture of that overall in terms of how we expect the impacts to occur. Obviously, the ﬁrst element, which was the $92 million overall increase in rates, which was about 3.5% in terms of customer rate increases, is primarily the primary driver. And I would say this year just because of the timing of our rate structure, which we have higher rates in the summer months, about 80% of that will be realized this year.  But as you look at slide 10 and you look down the list, one of the other elements of the case was that the net base fuel costs that are embedded in the rates were lowered. That becomes the base on which any prospective changes in net fuel and purchase power costs are measured.  And then lastly, we saw lower amortizations or lower base for things that are amortizations that are reﬂected in riders and trackers also reduced by about $26 million. So those are the primary impacts. We list those in the slides. It's the $92 million rate increase, it's $54 million of reduced net base energy costs, and then the $26 million of lower net amortizations. And as you see on slide 10, we list out some of those components."
"Yeah, I do see that. And this is just – this is not the annualized aﬀect. This is nine months. Is that correct?","Yeah, that's a good point too, Andy. That is the nine-month impact. And so as we look ahead to next year, we would see the full annualized impact of that. That's why I mentioned on the $92   Ameren Corp (AEE US Equity)   million, it's about – 80% of that's realized this year. On the other two, it's about three-quarters, about 75% realized this year."
"Right. So really, I mean, it's not $170 million rate increase, but it's $170 million of earnings beneﬁt pre-tax.","Yeah, the rate increase was $92 million, like I said, which is about 3.5%, but then on slide 10 we show you the overall impact."
