Question,Answer
Hi. Good morning.,"Good morning, Neel."
"Regarding the Enable update, is the right way to look at the updates going forward is that – the Enable portion of the business is something that you don't want to own longer term, and you'll pursue ways to, kind of, lower that stake in your overall portfolio, but not to expect a absolute decision as to whether you're going to keep it or not?","I think, Neel, the way to think about this is as we've expressed from the beginning we would like to reduce our exposure to oil and gas sector with our investment in Midstream. So, if we're not   CenterPoint Energy Inc (CNP US Equity)   able to aﬀect an outright sale, as Bill suggested, we would look for opportunities to lighten our ownership via public sale. But we're also very much aware of the need to be cognizant of market conditions when we attempt to do that. So, I think that's – maybe a long-winded answer, but I think the way you described it is perhaps accurate."
Okay. And then just with the outright sale process. How do you look at the tax leakage associated with that?,"Well, the viable sale processes that are there are ones that don't involve a cash transaction and therefore would not involve an immediate tax liability."
"Okay. Great. And just really quickly, Houston Electric is doing very well for you. Wanted to just try to think about rate base growth versus sales growth. When you think about the capital spending that's involved there, is it mostly due to keeping up with the sales growth or are there reliability needs that need to be addressed as well, and kind or rough percentage of what's driving the rate base growth, sales growth or just reliability in need for new equipment?","Yeah, Neel. There is a mix of investment for those categories you described. I would estimate, I don't have the numbers in front of me, that the largest category is centered around growth investment, perhaps around 60% of our capital is growth oriented. The remainder would be geared towards maintenance and reliability spend."
Okay. Thank you very much.,Yep.  Operator  Your next question is from the line of Insoo Kim with RBC Capital Markets.
"Hey, good morning, everyone.","CenterPoint Energy Inc (CNP US Equity)   Good morning, Insoo."
"Hey, Scott. Just going back to the Enable options, per the partnerships agreements, I understand the 5% limit that would trigger the road curve (23:14), but is there a limit to how many or what percentage you guys can sell, either via an open market or an Exchange in a given year?","Insoo, good morning. This is Bill. The 5% limit would be to a single owner. There is not a limit with respect to what we might sell in the capital markets. Having stated that, we are well aware of the practical limitations, I think, which center around the actual ﬂoat and average daily trading volume of Enable."
"Got it. But in terms of the partnership agreement, there is no written language of amending any. It would just be subject to the market conditions that you guys mentioned?",Yes.
"Okay. And then just maybe another technical question on – if you were to do a non-cash unit exchange with a third-party for a sale, what happens to the current negative tax basis that you guys have in Enable?","Insoo, it's Bill again. That negative tax basis stays. And whenever we would sell those securities, we would recognize a capital gain."
"Okay. Got it. And then, maybe turning to the CEHE, with the legislative change in Texas, do you foresee the chances of you ﬁling a rate case in the foreseeable future is like pretty low?","Well, in our last disclosed estimate of ﬁlings we did not have a full-blown rate case in our – in that plan. The removal of the four-time limit on DCRF would potentially allow us to defer a rate case even further. Keep in mind that DCRF is only usable if our total ROE is below our authorized ROE.   CenterPoint Energy Inc (CNP US Equity)"
Understood. Thank you very much.,Yes.  Operator  Your next question is from the line of Shar Pourreza with Guggenheim Partners.
"Good morning, guys.","Good morning, Shar."
"So, thanks for the additional color on Enable. Let me get your refreshed thoughts here. In a scenario where you are – there's not an outright sale and you're divesting a small percentage on an annual basis, can you just remind us how you're thinking about other ways to potentially dilute your ownership in Enable, maybe looking at non-organic growth opportunities and tapping what seems to be an underutilized balance sheet, which I guess is a bit of a surprise for the rest of the sector? So how are you, sort of thinking about M&A and maybe potentially diluting Enable's exposure?","Well, certainly our objective of having our Midstream exposure on a percentage basis being lower could be accomplished through continued utility growth. Our emphasis continues to be around organic growth for our utility. You know we – when we invest organically we know the returns that we will get on those investments. It would be nice to ﬁnd an opportunity or to be able to accelerate our utility growth. But we have to compare the returns of other investments against the returns we can get investing in our organic growth opportunities.  Bill, did you want to add to that?     Sure. Thanks, Scott. Shar, I'll just remind investors that we did revise our ﬁve-year CapEx higher in the 2016 Form 10-K. And with the growth that we continue to see, I think that CapEx investment is biased to go higher yet. The strength of our balance sheet and our credit metrics   CenterPoint Energy Inc (CNP US Equity)   allows us to make those investments without having to consider common equity in the near term."
"That's helpful. Okay. Got it. So, the organic opportunities far away (27:47) you having a look at the M&A market. Thanks. Appreciate it.",Yes.  Operator  Your next question is from the line of Chris Turnure with JPMorgan.
"Good morning. To continue on the conversation regarding Enable, can you just kind of give us a little bit of background and remind us of the exact trigger of when you need to go to OGE with the right of ﬁrst oﬀer? You've done this, I think, a couple times now? You said that you recently kind of refreshed that with them last month?","Sure, I'll ask Bill to do that.     Good morning, Chris. See, if we intend to have discussions with third parties to sell more than 5%, then, under the partnership agreements, OG&E (sic) [OGE] has the right of ﬁrst oﬀer. Given that we have been having discussions and continue to have those discussions, the time period lapsed, and therefore we needed to provide OG&E (sic) [OGE] with another right of ﬁrst oﬀer."
"Okay. Then how did the time period lapse, exactly?","Yes. There is a time limit by which we would have to conclude the process and to close. And that time limit is 120 days after we respond to OG&E (sic) [OGE], should OG&E (sic) [OGE] give us an oﬀer. And OG&E (sic) [OGE] has 30 days to respond to our right of ﬁrst oﬀer notice, and we have 30 days to respond to that."
"CenterPoint Energy Inc (CNP US Equity)   Okay. So, as you've been going through the process over the past year and a half or so now, we can assume that cycled through a couple times. And each time, you've not been able to get it done, obviously, by the ﬁnish line there, okay.  And then, switching gears to the Energy Services business, it seems like, since you closed the transaction with Atmos early this year, you're generally pleased with the results, and you say that it kind of remains accretive. Can you just speak in a little bit more detail to the kind of business market conditions there, and the outlook going forward?","Yes. I'm going to ask Joe to make a comment on this one. He's sitting at the table here with us.     Hi, Chris. Yes, it just gave us the opportunity to broaden our geographic scope, which is one. And it lessens the overall impacts of economic conditions and weather conditions across the country. And two, the integration has been going well and it allows us to look for further organic optimization of the businesses as we combine them, so with Continuum and with Atmos and legacy CES, it's put us in a good position to grow from a organic perspective, just based oﬀ of the size we've accumulated with the acquisitions."
Okay. And just the overall commodity and volume environment out there remains supportive and kind of in line with your expectations from six or nine months ago?,"It has. With the gas prices and the gas availability out there, the market looks good."
Okay. Great. Thank you.,Thank you.  Operator  Your next question is from the line of Kamal Patel with Wells Fargo.
"Good morning, gentlemen. A few...   CenterPoint Energy Inc (CNP US Equity)",Good morning.
"...questions on Enable. Regarding the spin, I'm of the understanding that the risk proﬁle of CenterPoint would have improved. So I'm not understanding the inability to maintain desired credit metrics. Could you kind of clarify that?","Go ahead.     Kamal, good morning. It's Bill."
