Question,Answer
"Yeah. So if we look at the $25 billion, would the $4.9 billion sort of scale proportionately?",So it would not scale exactly proportionate. This is Lee Mazzocchi with the Grid Solutions group. We found that our heaviest concentration of densely vegetated lands that cause outages are really preponderantly in the Carolinas. We do have investments in Florida and the Midwest but they're not quite to the scale and the magnitude of what we're seeing in the Carolinas in the $25 billion.
"Okay. So it's almost 40% of the Carolinas plan, that's what prompted the question.",You would see it less than 40% in the other jurisdictions.
"Okay. And then just conceptually, how are you proposing that that would be socialized? Is it locally to the communities that sort of beneﬁt from it or is that more across the whole system?   Duke Energy Corp (DUK US Equity)","Jonathan, we think there is a basis to treat this like any electric plant and service, and treat it as a rate base item. And what we're planning to do or are doing is using data analytics to identify the sections of our service areas that are aﬀected by this, and that then has an implication to lowering our outage and outage costs which we believe all of our customers will beneﬁt from. So it's a long-term investment around the improved reliability of the total system and we believe it brings great customer beneﬁts and, of course, beneﬁts to investors as well."
"That makes sense. Great. Thank you. Other than FERC, what else do you need to move forward on ACP, if anything?","So, Jonathan, there are other permits. Water processing permits, for example, in the states and we are working actively with all of the states to progress those permits on a timeline consistent with the FERC approval. And so we feel like we're on track with the timeline that we've laid out for you."
"Okay. And then if I may. I think last quarter's call, when you sort of hinted that if you execute well on the plan the upper end of the guidance range could be in scope, I think the growth rate is based oﬀ the midpoint of the 2017 guidance. Having had this slower start to 2017, is that still something you think you can get to with cost oﬀsets and the like or that's the case now?","Jonathan, we remain on track. I mean, this is three months of a year against a ﬁve-year plan. The actions that we've identiﬁed for 2017 are really consistent with actions that we've taken when you have variability around weather. And so we've identiﬁed about $100 million and we'll continue executing on that on 2017. And then the investments that will ultimately drive growth are something that'll build over time, and we've given you some visibility on what those look like and where they're located and we're executing on all them."
"Steve mentioned some of $100 million might ﬂow through would be sustainable, I think was the word he used. Can you be sort of more speciﬁc as to what percentage of it?","At this point I think it's pretty immature to get that granular, Jonathan. So when we go after costs, we're always looking for things that can be sustainable but also recognize just ﬂexibility   Duke Energy Corp (DUK US Equity)   within the year can be helpful. So it's a combination of both. I don't have any more speciﬁcs that I'd share with you at this point."
"Hey. Perhaps just to elaborate a little bit on the last question. On the cost oﬀsets here for the ﬁrst quarter, I think you said about $100 million or so. Does that have any kind of ongoing beneﬁt or is that really kind of a transient phenomenon? I think you suggested the former.","Well I think it will have an ongoing beneﬁt. I think many of these costs are accelerations of the cost eﬃciency eﬀorts that are underway, so I think many of them will be sustainable. It's hard to deﬁne precisely at this point. But I would also discuss and mention last year, in 2016, we came out of the gate with storms and low volumes and we accelerated cost reductions of $100 million. Then when the weather came in the third quarter, we moved some work into 2016. So that type of dexterity can go both ways but, certainly, many of the cost reductions in 2016, and I think many that we're doing in 2017, will be sustainable throughout our ﬁve-year plan. It's hard to be granular at this point given the ﬂexibility that we try to exercise."
"Duke Energy Corp (DUK US Equity)   Right. So just to be clear about this. This is basically fungible with the wider cost reductions you've been contemplating in the ﬁve-year program, right?","That's certainly part of it. Absolutely.     Julien, what I would add to that is I think this point of cost ﬂexibility is what we want to emphasize with this. So we believe we have the scale and the expertise from the work that we've done over a number of years to be ﬂexible with cost management. And every time we go after cost in a given area we're always working to make it sustainable, and in that event it could be incremental to some of the things we've shared with you previously. But I think the expertise that we're developing around cost management is really fundamental to the business, and we had a good track record of executing."
Got it. Follow-up question here on coal ash if I can. Really just kind of curious. Are your plans at all changed given the shift in what seems like ELGs and CCRs at the federal level? I imagine not but I just wanted to clarify that.,"At this point, our plans are moving forward, Julien, and you can think about at least the North Carolina business is having an implication not only from CCR but from CAMA, the laws in North Carolina. And so we're on track. We don't have any speciﬁc change of plans just to resolve all of these new executive actions."
"Got it. And lastly, can you give us a little bit of a sense of what kind of size of rate increase that we're talking about as a function of the forthcoming cases in North Carolina? Do you have a sense yet and how that might net against cost?","Well on the increase, and maybe get to that second one in a second, Julien. On the increase, we'll share more speciﬁcs when we ﬁle for the increase which will be in about a month for DEP and then there'll be a notice and then a ﬁling for DEC. So we'll, at that time, be in a position to give you more speciﬁcs on the composition of the ﬁling as well as the percentage increase."
Got it. All right. Fair enough. Thank you.   Duke Energy Corp (DUK US Equity),Thanks.     Thank you.  Operator  Our next question is from Michael Weinstein with Credit Suisse.
"Good morning. Hey, I was wondering if you could give kind of an update on legislative initiatives within the Carolinas especially as to how they might be interacting with your presenting of this plan on April 12. Is it all integrated into one kind of public push with legislators to get more riders in place going forward?","So, Mike, we continue to engage with our stakeholders here in the Carolinas about our priorities and, certainly, regulatory modernization that ﬁts the nature of the investments we're planning to make in the delivery system are a part of those discussions, as are renewables and integration of renewables into our system. So it's really early in the legislative session at this point, but there could still be some opportunities in the current session and we'll share milestones when appropriate. And in the backdrop, as you know, of all of these, the rate case ﬁlings that will also occur in 2017 in the Carolinas."
"Right. I guess with 13,900 jobs projected for 10 years, are you getting support from any speciﬁc groups enough for that kind of program or...?   Duke Energy Corp (DUK US Equity)","Mike, I think there's a lot of interest in infrastructure investment and job creation. I think that's in the Carolinas as well as around the U.S. And this represents really important infrastructure and gives North Carolina an opportunity to lead the way on infrastructure investment. And I think job creation particularly in the eastern part of the state that has been hampered economically is very attractive. So we believe this plan is a win-win for customers, for investors, and for communities."
Great. And just one last question. Is there any change to load growth guidance at all for electric load growth or even on the gas side?,"No. Our growth assumptions, I think, for our ﬁve-year planning horizon of 0.005%, I think those are still the viable and right place to be at this point in time."
"Duke Energy Corp (DUK US Equity)   Switching gears. You've made signiﬁcant proposals in the state of North Carolina with regard to how PURPA is being used by solar developers to get contracts for large utility-scale solar. I'm not sure whether the commission has actually made a decision on the things that you've requested be changed in the way that you're forced to sign these types of PURPA contracts. Can you review for people because I think this is a little under the radar for some? What has been going on with regard to PURPA as it relates to solar in North Carolina, what you're asking for to be changed, and where will we stand in that process?","Sure. So, Greg, there are couple of things going on. In the regulatory arena, we made an avoided cost ﬁling which addresses the price, the term, the size of these facilities, and that went to hearing in mid-April. There is, of course, the position of the other parties and the public staﬀ in North Carolina has testimonies that I think would be helpful for investors to take a look at. And really what's being proposed is an opportunity to move this development of renewables and solar in the state into a more sustainable model. So in addition to size and price that we're pursuing on the regulated front, we're also having discussions in the general assembly about the development of a competitive process on an annual basis with a determined size that would give solar developers and also the utility an opportunity to plan. We also think a competitive process would impact price to customers and believe that better planning and better pricing would create a more sustainable market.  And so there are two things to track here, not only the regulatory proceedings, avoided cost, went to hearing in April – that's moving through as procedural process – but also continued discussions in the legislature about sustainable solar development in the state of North Carolina."
