Question,Answer
"Hey, good morning. Thanks for taking my questions. Wondering if you could elaborate a bit on what you're seeing in the competitive environment in retail, just in terms of churn and any changes in market share as you're experiencing higher margins there?","Good morning, David.     Dan, I'm going to -- Dan covered a bit of this in his prepared remarks and I'll let him elaborate.     Hey, good morning, David. I would say that we've continued to see a strong market backdrop for our commercial business, both on kind of the C&I side we talk about a lot and also on the load auction side. Margins have been strong this year, particularly strong earlier in the year. Market volatility created opportunity for us, as we saw some competitors pull back and get less active, as you saw them put a higher price on risk capital for them to be involved in the business. So we've done a good job of maintaining and in some areas expanding our win rates where we've seen opportunity at yield, quite strong margins relative to history.  I would say probably in the last few months as the year has moved on, we've seen a little more pressure on margins, so well above historical norms, but kind of oﬀ the highs we saw earlier this year as people start to engage a little bit more in the markets. And as I said, in the load auction side, there hasn't been a huge amount of activity, but we are seeing more participants show back up again now than we had seen in the past. Again, all margins better than history, but we're keeping a close eye on that trend as we go through the rest of this year."
"Got it. Yes. That's helpful color. And just the latest guidance update, does that kind of fully reﬂect the patterns that you're seeing so far in 4Q? If the dynamics that you experienced in 3Q continue here, are there further opportunities to kind of bolster the outlook into 2024?","Yes. As we continue to add business, I think we've taken a reasonable approach to our expectations for margins next year. As I said, we're assuming the world stays better than it has been historically, but we have embedded some moderation in margins from what we're seeing, which I think probably makes sense given kind of movements and making sure that we meet our expectations for all of you. As we go through the balance of this year, the fourth quarter is an important one to watch. We'll see how much more we can add to backlog for '24 and '25, so we're hopeful we'll continue to ﬁnd opportunity.   Constellation Energy Corp (CEG US Equity)"
Yes. Okay. Great. Thanks so much. I appreciate the color.,"Thanks, David.  Operator  (Operator Instructions). Our next question comes from Steve Fleishman with Wolfe Research. Your line is open.     Hi, Steve."
"Yes. Hey, good morning. Good work, Emily, with your cell phone there. So just on the remaining IRA things that we're kind of watching here, the hydrogen PTC rules, and then, of course, the nuclear PTC, could you just give us latest thoughts on timing of those? And then also maybe more color on how much we should interpret the hydrogen hub announcement as kind of hinting at where the hydrogen PTC comes out with respect to nuclear?","Steve, I'll take the last question ﬁrst. We're obviously in a lot of dialogue with other stakeholders, directly with the White House, quite a bit. I'm very happy with the way the conversations are going. But there's a lot of detail that needs to be in the rule and be right in the rule. So I would say, I'm cautiously optimistic. I think a big part of that isn't just the Hub Awards, but the fact that I think they're realizing that really jumpstart this hydrogen economy, we're going to need reliable time-matched clean energy to get both the environmental beneﬁts on the grid side as well as produce hydrogen in the most economic way and transition the economy.  So look, I'll leave it at that. I think the conversations have been really constructive. We've spent a lot of time on them, but we've got to kind of land this thing. In terms of when it will land, I think there's an understanding within the administration that a lot of people are waiting on the hydrogen rule and they need to come out with some guidance. Again, not just for the hubs, but generally, we indicated in article in Bloomberg that I was interviewed in that we are slowing down on a lot of contract signings and other things pending this. And obviously, we're not alone in this ecosystem doing the same thing. So I think they're working to kind of get this all nailed down. There just -- there was a ton of work that needed to come out of Treasury for the IRA implementation.   Constellation Energy Corp (CEG US Equity)   And so, look, I don't -- I hear the rumors that they're delaying things and all that. I'm not sure I believe that. I think they're working diligently to get this thing done. I don't think the nuclear PTC piece of this is really at least, insofar as I could detect, controversial in any regard. But it also only applies to a limited handful of players like us that have nuclear assets who doesn't have the broad application of hydrogen or domestic content rules and some of the other things that have taken Treasury's time. So I think, those things -- the production tax credit for nuclear is going to come in, as we expected, but I wouldn't be surprised to see that come close to the end of the year or even in the ﬁrst quarter. I am hopeful that we will see some guidance before the end of the year on hydrogen, and that it will categorically address the use of existing nuclear to make hydrogen in the right pace."
"Okay. Thanks. And then one other question just on the 24/7 clean product and the like. Just how should we think about kind of pace of adoption here and interest levels you're seeing and this part you probably can't really answer, which is just the type of premium that you might be getting for this type of product versus just normal power sales? Yes, thanks.","Yes. I think just normal power sales volatility and everything else we factor into the sales of the power. We've talked about historic margins of $2 to $4 and we've been clear that we're towards the top of that as this kind of market has reset itself. The sustainability oﬀering is going to be considerably north of that because it's a new product and provides new value to the customer. Beyond that, for competitive reasons, we haven't really gone into the details of how big the margin is. And I think at the end of the day pace is something that we yet to fully understand in terms of adoption.  We've got 180 million megawatt hours of power, so we've got a lot of this to sell. It's not all going to be deployed through CFE. There's going to be other things like hydrogen, hopefully, data centers that will take on the load. The customer piece of this is going to be a big part, but policy is going to play a role as states and others think about how they want to procure carbon- free time-matched energy. And at this point, I think we're just -- we're hitting every opportunity and pushing everything, but it's hard for me to sit here and say that we have enough data to talk about how quickly we're going to be able to deploy all of it or a signiﬁcant chunk of that 180 million megawatt hours. So it's -- I would say, it's an incomplete at this point."
Okay. Great. Thank you.,"Thanks, Steve.  Operator   Constellation Energy Corp (CEG US Equity)   (Operator Instructions). Our next question comes from Shar Pourreza with Guggenheim Partners. Your line is open.     Good morning, Shar."
"Good morning. The EBITDA, obviously, was raised again, but we didn't get sort of that update on free cash ﬂow guides or incremental buybacks. Dan, I guess, can you maybe just provide some sort of an update; why not move on incremental buybacks? I mean, we got past the key quarter. Is there any sense on -- are you saving anything for dry powder, et cetera? Just maybe a little bit of an inkling would be great.","Yes, Shar. We had a $1 billion program in place. We've gotten through $750 million of it, and now, without a decoder ring, you can kind of see it's been about $250 million a quarter thus far. And so we still have some money to deploy. You can imagine we'll be having conversations with the Board as far as our updated budget plan and how strong, '23, '24, and the forwards look beyond that to inform kind of the next wave of capital allocation. Getting STP done was a great deployment of capital this year and kind of looks better by the day with ERCOT prices having moved as they have. Then we want to keep looking for opportunities like that and other things along that way to deploy meaningful amounts of capital if they come available. So we do want to keep dry powder, but we certainly understand that as we get this program worked down, we've got a lot of capital still around and getting it back to our owners has always been a priority and we can't ﬁnd investments that exceed that double-digit unleveraged return."
"Got it. And then another quarter of obviously outsized marketing portfolio gains, right? I mean, can we just maybe unpack that $760 million year-over-year gain a little more? I guess what percentage is durable margin expansion versus maybe opportunistic trading or more one-time e-items like ERCOT Sparks? Thanks.","Yes, I mean, I think it's probably hard to dismantle that as much as you would like to have, to be totally honest. If you think about how we run the portfolio, the commercial business becomes responsible for managing our generation business once we get in the calendar, right? So working with the team on dispatch, how we set up positions will change. It's kind of hard to say who is a generation dollar or a commercial dollar at some point in time, the way you're thinking about it. But obviously, the Texas plants running as well as they did this summer, with prices where they were, we have outpaced our production expectations. So there was some real contribution we got in the quarter or really in the year from ERCOT. So that's going to be a piece of it.   Constellation Energy Corp (CEG US Equity)   But a piece of it is the fact that margins have been quite strong, right? I think part of that is we've seen outsized margins. We talked about the load auctions, right? And we've seen in the ﬁrst half of this year what I fairly say is unprecedented margins in that business. And so that's been great. We would expect that in normal courses, those moderate (inaudible) time, and we're seeing a bit of that, right? So there's some that was going to be situational to this year. On the kind of the C&I markets and the mass markets, we've seen very good margins this year that are going to sit in the book for this year and next year and carrying into '25. But as I said to David earlier, we expect some moderation in those margins as we think about what has not yet been committed or was not in our pockets at this point in time.  And then the last part and it's not going to fully get into, but as we have had with volatility, there's been opportunities to maximize our portfolio in the physical markets and we've done well on that front again this year to our size probably this year and last year."
"Got it. And then lastly, again, for me. I know you realize you guys are still working through your capital planning before the next roll, but there have been a lot of recent data points around upgrades for, in light of like the IRA, especially for BWRs. Can you just get your updated thoughts here on sort of maybe the quantum of opportunity and potential timing there? Thanks.","Sure. I think we've basically said that we think the total universe is less than 1,000 actionable, somewhere between 500 and 1,000 megawatts that make a lot of economic sense. Bryan and his team have, pretty much at this point, identiﬁed every opportunity we see. We're recosting those. I think they'll roll into the ﬂeet by the end of this decade and some of them will drag out even a little bit longer. But we'll announce those as we complete the work and start ordering the parts for them. But we see opportunities certainly beyond that, which we've already announced. We just -- we don't have an update on that, but this is one of those where the duck looks calm on the surface, but there's a lot of paddling underneath in Bryan's organization, and we'll continue to work those opportunities. We think they're pretty good opportunities, spectacular results."
"Fantastic, guys. Thank you so much. Appreciate it.","Thanks, Shar.  Operator  (Operator Instructions) Our next question comes from Julien Dumoulin-Smith with Bank of America. Your line is open.      Constellation Energy Corp (CEG US Equity)  Good morning, Julian."
